p,name1,item_id,down_sh,up_sh,item_desc
15.0,Household,430419,0.19383261,0.16740088,STAINLESS STEEL CUTLERY SET
1.0,Household,430422,0.45299146,0.0982906,PLAIN GLASS TUMBLER
14.4,Household,430423,0.47058824,0.15837105,FRYING PAN 24-30CM
8.0,Household,430424,0.38109756,0.12804878,"BAKEWARE, METAL, TRAY/ROASTING"
3.0,Household,430425,0.33006537,0.14379086,"DINNER PLATE, APPROX DIAMETER"
0.40000001,"Relaxing, culture and hobbies",430503,0.42960289,0.039711192,BALL POINT
1.8,Household,430505,0.31972790000000006,0.10884354,ALUMIN COOKING FOIL 290-300MM
0.80000001,Household,430507,0.19008264,0.24793388,WASHING UP LIQUID 380-900ML
1.0,Household,430509,0.17154811,0.16736402,HOUSEHOLD CLEANER CREAM/LIQUID
2.25,Household,430518,0.21276596,0.10638298,REFUSE SACK FROM PACK OF 10-20
2.5,Household,430524,0.28225806,0.19354838,LIGHT BULB
1.5,"Relaxing, culture and hobbies",430525,0.36764705,0.051470589000000004,CLEAR STICKY TAPE
2.0,"Relaxing, culture and hobbies",430526,0.35820895,0.20895523,GREETINGS CARD; STATE CODE
4.9899998,"Relaxing, culture and hobbies",430527,0.24193548,0.010752688,A4 PRINTER PAPER (500 REAM)
0.98000002,Household,430529,0.040816326,0.37414965,BLEACH 750ML
18.99,"Relaxing, culture and hobbies",430530,0.44237918,0.096654274,BLACK INKJET CARTRIDGE
1.95,Household,430531,0.28873238,0.35211268,FABRIC CONDITIONER 500ML-1.5LT
2.0,Household,430533,0.33566433,0.2027972,KITCHEN ROLL PK OF 2-4 SPECIFY
0.56999999,"Relaxing, culture and hobbies",430535,0.12578617,0.31446540000000006,SHEET OF WRAPPING PAPER
1.895,Other goods and services,430536,0.15822785,0.36075949999999996,TOILET ROLLS
5.0,Household,430538,0.13392857,0.29017857,DISHWASHER TABLETS PACK 16-45
3.75,Household,430539,0.02734375,0.3984375,DRYCELL BATTERY 4 PACK EG AA
4.25,Household,430540,0.44298247,0.096491225,WASHING LIQUID 800ML/1.5LTR
0.64999998,"Relaxing, culture and hobbies",430613,0.19444445,0.095238097,DOG FOOD-CAN-385-400GM
29.99,"Relaxing, culture and hobbies",430617,0.12800001,0.23999999,ANIMAL CAGE (E.G FOR GERBIL)
44.400002,"Relaxing, culture and hobbies",430621,0.47712418,0.052287582,ANNUAL BOOSTER INJECTION
16.0,"Relaxing, culture and hobbies",430622,0.30075186,0.030075189,DOG KENNEL FEES DAILY CHARGE
10.0,"Relaxing, culture and hobbies",430623,0.097087376,0.087378643,SMALL CAGED MAMMAL
0.34999999,"Relaxing, culture and hobbies",430624,0.38410595,0.24503312,CAT FOOD POUCH-IND-85G-100G
2.79,"Relaxing, culture and hobbies",430625,0.29090908,0.12727273,WILD BIRD SEED PACK 500G-2KG
1.29,Household,430626,0.20955883,0.14338236,"DOG TREATS,SPEC,TYPE 70-400G"
13.5,Household,440101,0.23448277,0.0,DOMESTIC CLEANER HOURLY RATE
13.35,Clothes and shoes,440104,0.31967214,0.016393442,DRY CLEANING-MAN'S SUIT
28.0,Cars and transport,440105,0.99492383,0.0050761420000000005,DRIVING LESSON 1 HOUR
15.0,Household,440113,0.15606937,0.040462427,WINDOW-CLEAN 3-BED SEMI
58.0,Household,440116,0.1891892,0.036036037,WASHING MACHINE REPAIR
60.0,"Relaxing, culture and hobbies",440118,0.086330935,0.057553957999999995,PC REPAIR
4.5,Other goods and services,440120,0.1627907,0.023255814,CHILD MINDER - HOURLY RATE
476.39999000000006,Cars and transport,440123,0.23148148,0.046296295,HOME REMOVAL- 1 VAN
530.0,Household,440126,0.20512821,0.051282052,WEEKLY NANNY FEES
99.620003,Other goods and services,440127,0.43362832,0.17699115,MONTHLY SELF STORAGE FEE
19.0,Other goods and services,440128,0.40659341,0.010989011000000002,HOME CARE ASSISTANT HRLY RATE
10.5,Other goods and services,440129,0.12195122,0.0,PLAYGROUP FEES - PER SESSION
9.989999800000001,Other goods and services,440131,0.93782383,0.005181347,WATCH BATTERY REPLACEMENT
72.5,Clothes and shoes,440132,0.92424244,0.045454547000000005,MEN'S CLOTHING HIRE- SEE HELP
570.0,Other goods and services,440226,0.37614679,0.10091743,HOME-BUYERS SURVEY-RSDNTL PPTY
2809.0,Other goods and services,440227,0.5143885,0.075539567,FUNERAL-CREMATION
43.0,Other goods and services,440232,0.38562092,0.019607844,NURSERY FEES: CHILD 0-4
20.0,Other goods and services,440233,0.21666667,0.083333336,NEWSPAPER AD NON TRADE 20 WORD
231.0,Other goods and services,440240,0.22058824,0.0,BASIC WILL FOR A SINGLE PERSON
870.0,Other goods and services,440249,0.44370859999999995,0.013245033,HOUSE CONVEYANCING
267.0,Other goods and services,440254,0.16176471,0.029411765,HOURLY RATE FOR SOLICITOR
95.0,Clothes and shoes,510101,0.45733789,0.19112629,MENS SUIT-READY MADE
39.990002000000004,Clothes and shoes,510104,0.38170347,0.40063092,MENS JACKET/COAT
20.0,Clothes and shoes,510106,0.45794392,0.08722741199999999,MENS JEANS
17.99,Clothes and shoes,510108,0.34504792,0.34185302,MEN'S JUMPER-KNITTED
18.0,Clothes and shoes,510109,0.54153848,0.10153846,MEN'S FORMAL SHIRT-LONG SLEEVE
15.0,Clothes and shoes,510113,0.44859812,0.18691589,MENS CASUAL S/SLEEVE TOP
22.0,Clothes and shoes,510117,0.49074075,0.15740739999999998,MEN'S FORMAL RDY-MADE TROUSERS
19.99,Clothes and shoes,510118,0.46372241,0.08517350300000001,MEN'S CASUAL TROUSERS
19.5,Clothes and shoes,510120,0.44548288,0.21495327,MEN'S JUMPER OR SWEATSHIRT
27.0,Clothes and shoes,510122,0.22123894,0.12389380000000001,MEN'S TRACKSUIT/JOGGIN BOTTOMS
16.0,Clothes and shoes,510124,0.53968257,0.2888889,MENS SHORTS NOT SWIMWEAR
14.0,Clothes and shoes,510126,0.22368421,0.22368421,MENS BRANDED T-SHIRT
52.0,Clothes and shoes,510127,0.53097343,0.21238938,MENS OFFICIAL FOOTBALL SHIRT
39.990002000000004,Clothes and shoes,510128,0.37333333,0.34666666,MEN'S BRANDED SPORT SWEATSHIRT
17.99,Clothes and shoes,510131,0.41795665,0.19195047,MENS CASUAL SHIRT
6.0,Clothes and shoes,510132,0.32278481,0.12974684,MEN'S T-SHIRT SHORT SLEEVED
15.0,Clothes and shoes,510206,0.40303031,0.32424241,WOMENS BLOUSE/SHIRT 1
25.0,Clothes and shoes,510208,0.48466256,0.22699386,WOMEN'S FORMAL JACKET
14.0,Clothes and shoes,510212,0.28963414,0.38109756,WOMEN'S JUMPER
5.9899998,Clothes and shoes,510215,0.17647059,0.28792569,WOMENS BASIC PLAIN T-SHIRT
29.0,Clothes and shoes,510219,0.41463414,0.27134147,WOMEN'S CASUAL OUTER JACKET
12.99,Clothes and shoes,510223,0.39513677,0.2431611,WOMEN'S LONG SLV TOP-NT BLOUSE
14.0,Clothes and shoes,510233,0.43202418,0.28700906,WOMEN'S CARDIGAN
16.0,Clothes and shoes,510235,0.43465045,0.3343465,WOMEN'S TROUSERS-CASUAL
16.0,Clothes and shoes,510236,0.39024389,0.27134147,WOMEN'S TROUSERS-FORMAL
16.0,Clothes and shoes,510237,0.48338369,0.32628399,WOMEN'S SKIRT: CASUAL
15.0,Clothes and shoes,510238,0.31610942,0.28267476,WOMEN'S SKIRT: WORK/FORMAL
5.9899998,Clothes and shoes,510244,0.38888890000000004,0.24691358,WOMEN'S VEST/STRAPPY TOP
19.5,Clothes and shoes,510245,0.42121211,0.35151514,WOMENS DRESS -CASUAL/FORMAL
14.0,Clothes and shoes,510246,0.37719297,0.23684211,WOMENS SHORT SLEEVE SPORTS TOP
18.0,Clothes and shoes,510248,0.34768212,0.16225165,WOMEN'S JEANS- OWN BRAND
79.0,Clothes and shoes,510249,0.37113401,0.2371134,WOMEN'S JEANS- BRANDED
16.99,Clothes and shoes,510254,0.34482759,0.26108375,WOMENS SPORTSWEAR SHORTS
14.0,Clothes and shoes,510255,0.3108108,0.14414415,WOMEN'S SWIMWEAR
65.970001,Clothes and shoes,510256,0.34394905,0.21019109,WOMEN'S SHOWERPROOF JACKET
16.0,Clothes and shoes,510257,0.38719511,0.26524389,WOMENS BLOUSE / SHIRT 2
8.989999800000001,Clothes and shoes,510258,0.27215189,0.19620253,WOMENS LEGGINGS FULL LENGTH
14.0,Clothes and shoes,510259,0.55792683,0.29268292,WOMENS SHORT SLEEVE FORMAL TOP
22.99,Clothes and shoes,510260,0.37698412,0.27777779,WOMENS EXERCISE LEGGINGS
7.0,Clothes and shoes,510324,0.39087948,0.16938111,TROUSERS  FOR SCHOOL 5-13 YRS
10.0,Clothes and shoes,510328,0.33448276,0.20689656,BOYS JEANS (5-13 YEARS)
4.0,Clothes and shoes,510330,0.49342105,0.17105263,BABY SLEEPSUIT LONG SLEEVE
6.0,Clothes and shoes,510336,0.33333334,0.28301886,GIRLS SKIRT FOR SCHOOL 5-13YRS
8.0,Clothes and shoes,510340,0.30693069,0.36138615,GIRLS FASHION TOP 12-13 YEARS
8.994999900000002,Clothes and shoes,510344,0.359375,0.265625,GIRLS TROUSERS NOT DENIM 5-13
14.0,Clothes and shoes,510347,0.184375,0.46875,GIRLS JACKET (5-13 YEARS)
9.744999900000002,Clothes and shoes,510348,0.31578946,0.2631579,BOYS T-SHIRT 3-13 YEARS
4.994999900000001,Clothes and shoes,510349,0.45481929,0.13554217,GIRLS LEGGINGS 5-13 YEARS
4.329999900000001,Clothes and shoes,510402,0.40063092,0.13564669,MEN'S PANTS/BOXER SHORTS
12.0,Clothes and shoes,510405,0.36222911,0.32507738,WOMEN'S NIGHTDRESS/PYJAMAS
3.0,Clothes and shoes,510406,0.246875,0.22812501,WOMEN'S PANTS
10.0,Clothes and shoes,510407,0.36615384,0.21538462,"BRA, CUP SIZE A-D RANGE"
9.989999800000001,Clothes and shoes,510410,0.46905538,0.28990227,CHILDS PYJAMAS 18MTHS-13YEARS
1.2,Clothes and shoes,510411,0.27035829,0.15960912,CHILDS PANTS 1PR 18MTHS-13YRS
2.4000001,Clothes and shoes,510413,0.38170347,0.12302839,MENS SOCKS 1 PAIR
3.0,Clothes and shoes,510415,0.31210190000000004,0.11146497,WOMEN'S TIGHTS
0.89999998,Clothes and shoes,510416,0.41401273,0.13694267,CHILDS SOCKS 1 PR UK 3-6.5
7.5,Clothes and shoes,510419,0.38187703,0.17152104,MEN'S TIE
2.0,Clothes and shoes,510429,0.47619048,0.22222222,KNITTING WOOL-DOUBLE KNIT-100G
8.0,Clothes and shoes,510432,0.3051948,0.20779221,LADY'S SCARF
22.469998999999998,Clothes and shoes,510433,0.25165564,0.30463576,MENS BASE LAYER TOP LONG/SHORT
8.0,Clothes and shoes,510434,0.2072072,0.33333334,"HAT/CAP, ADULT"
49.990002000000004,Clothes and shoes,510501,0.55910546,0.10223642,MENS SHOE FORMAL STYLE
22.950001,Clothes and shoes,510506,0.43925235,0.23987539,WOMEN'S SANDALS
24.0,Clothes and shoes,510507,0.27906978,0.12292359,BOY'S SHOES
19.0,Clothes and shoes,510508,0.36241612,0.17449665,GIRL'S SHOES SCHOOL
45.0,Clothes and shoes,510515,0.43506494,0.14285715,MEN'S SHOE CASUAL STYLE
54.990002000000004,Clothes and shoes,510516,0.37254903,0.17647059,MEN'S TRAINING SHOE-SPORTSWEAR
47.990002000000004,Clothes and shoes,510517,0.3267974,0.14379086,WOMEN'S TRAINING SHOES
30.0,Clothes and shoes,510528,0.37086093,0.30463576,CHILD'S TRAINERS-SPORTS
22.0,Clothes and shoes,510529,0.31543624,0.25503355,WOMANS BOOTS
20.0,Clothes and shoes,510530,0.41846153,0.13230769,HEEL
24.99,Clothes and shoes,510533,0.41967213,0.25573769,WOMENS SHOE
114.99,Clothes and shoes,510534,0.33333334,0.22448979,WALKING/HIKING BOOT
9.989999800000001,Clothes and shoes,510535,0.39114392,0.12177122,CANVAS FASHION ADULT SHOE/TRAI
8.0,Other goods and services,520103,0.10152284,0.40101522,LADY'S UMBRELLA -FOLDING
15.99,Other goods and services,520109,0.34328359,0.20398010000000003,LADIES HAND/SHLDER BAG
6.9899998,Household,520118,0.31219512,0.09268292800000001,FLOWER VASE
4.0,Other goods and services,520123,0.38235295,0.27124184,EARRINGS- FASHION
295.0,Other goods and services,520130,0.57619047,0.13809524,SOLID GOLD RING 9CT
175.0,Other goods and services,520131,0.37164751,0.29501915,GENT'S WATCH- ANALOGUE FACE
30.0,Household,520132,0.52999997,0.15666667,WALL HANGING MIRROR UPTO 1.5M
44.990002000000004,Other goods and services,520134,0.39849624,0.22556391,LUGGAGE TROLLEY CASE - 60-70CM
1000.0,Other goods and services,520135,0.37552741,0.12658228,DIAMOND SOLITAIRE RING
7.1949997,Other goods and services,520136,0.28879312,0.15517241,PHOTO FRAME
19.99,Other goods and services,520137,0.20920502,0.34728032,STERLING SILVER EARRINGS
77.0,Medical and health,520138,0.083333336,0.09027777599999999,SPECTACLE FRAMES WITH LENSE
28.0,Medical and health,520139,0.077464789,0.063380279,DAILY DISPOSABLE SOFT LENSES
7.5,Other goods and services,520140,0.32826748,0.20972644,NECKLACE FASHION APX 16/20 INS
12.99,Telphones and post,520141,0.43396226,0.097035043,MOBILE PHONE ACCESSORY
5.9899998,,520142,0.39492753,0.09782608599999999,RE-USABLE BOTTLE/MUG ADULT
2.4000001,Medical and health,520202,0.14556962,0.050632912999999995,INDIGESTION TABLETS 16-24 PACK
2.0,Other goods and services,520206,0.039840639,0.19521913,TAMPONS-PACK OF 10-20
1.2,Other goods and services,520209,0.15384616,0.18589744,TOOTHPASTE (SPECIFY SIZE)
1.5,Other goods and services,520213,0.083333336,0.36538461,TISSUES-LARGE SIZE BOX
4.29,Other goods and services,520215,0.2631579,0.14832535,MOISTURISER FACIAL 50-150ML
1.6,Other goods and services,520216,0.18235295,0.30000001,DEODORANT/ANTI PERSPI 50-250ML
5.0,Other goods and services,520219,0.14049587,0.15289256,"DISP NAPPIES, SPEC TYPE, 20-60"
4.5,Medical and health,520222,0.28985506,0.1594203,MULTI-VITAMINS CAPSULES/TABLET
8.489999800000001,Other goods and services,520223,0.15346535,0.17821783,MASCARA
3.0,Other goods and services,520226,0.15950920000000002,0.1411043,SHAMPOO-250-400ML
1.7,Medical and health,520227,0.22929937,0.20382166,PAIN KILLER TABLETS-16-24 PACK
1.99,Medical and health,520228,0.18354431,0.24683544,PLASTERS-20-40 PACK
8.0,Medical and health,520230,0.064102568,0.2820513,CONDOMS PACK OF 3-14
20.0,Other goods and services,520234,0.296875,0.19791667,PERFUME/EUD DE TOILETTE
5.9899998,Other goods and services,520235,0.073619634,0.2760736,SUNSCREEN - SPEC SIZE/SPF
6.4899998,Other goods and services,520236,0.08064515900000001,0.12903225,WOMENS HAIR COLOURANT 60-140ML
2.99,Other goods and services,520237,0.1554054,0.20945945,HAIR GEL 150-200ML
1.0,Other goods and services,520238,0.094117649,0.20588236,SHOWER GEL 150-250ML
10.0,Other goods and services,520241,0.50675678,0.13513513,RAZOR CARTRIDGE BLADES
4.150000100000001,Medical and health,520242,0.40764332,0.031847134,COLD/FLU DRINK POWDER
9.9799995,Other goods and services,520243,0.22613065,0.08040200900000001,LIQUID FOUNDATION 30-35ML
1.5,Other goods and services,520244,0.22088353,0.3253012,TOOTHBRUSH
3.5,Medical and health,520245,0.12,0.27555555,ANTIHISTAMINE ALLERGY TABLETS
6.9899998,Other goods and services,520246,0.13524589999999997,0.20901639999999996,LIP GLOSS
1.0,Other goods and services,520247,0.19502075,0.0746888,LIQUID SOAP 200-300ML
2.0,Other goods and services,520248,0.20851064,0.13617021,CONDITIONER FOR HAIR
0.94999999,Other goods and services,520249,0.52173913,0.09090909400000001,BABY WIPES 50-85
3.5,Other goods and services,520250,0.08715596099999999,0.13761468,NAIL VARNISH BOTTLE 6 - 14mls
4.75,,520251,0.45634919,0.05952381,COUGH LIQUID BOTTLE 150-200MLS
4.0,,520252,0.13805971,0.26492536,BODY M'RISING LOTION 200-400ML
7.0,,520253,0.34985423,0.12827988,SELF TANNING PRODUCT
15.0,Other goods and services,520301,0.93227094,0.043824703,MAN'S HAIRCUT
37.0,Other goods and services,520303,0.92468619,0.041841004,WOMEN'S HRDRESSING-CUT/BLOWDRY
72.0,Other goods and services,520311,0.92796612,0.033898305,WOMENS HIGHLIGHTING
48.0,Medical and health,520313,0.28318584,0.10619469,NON-NHS MEDICINE-PHYSIOTHERAPY
800.0,Other goods and services,520324,0.46575344,0.061643835,RESIDENTIAL HOME
952.5,Medical and health,520325,0.4296875,0.0390625,NURSING HOME
45.0,Medical and health,520326,0.34351146,0.030534351,PRIVATE DENTAL EXAMINATION
20.0,Other goods and services,520331,0.87719297,0.078947365,BASIC MANICURE
55.0,Medical and health,520332,0.27131784,0.031007752000000003,NON NHS CHIROPRACTOR
69.800003,Cars and transport,610204,0.55000001,0.19,"CAR TYRE, STATE SIZE"
8.489999800000001,Cars and transport,610221,0.33108109,0.027027027999999998,WINDSCREEN WIPER BLADES
45.0,Cars and transport,610227,0.12580645,0.051612902,"CAR MOT TEST FEE, VAT EXEMPT"
169.0,Cars and transport,610231,0.24242425,0.030303031,CAR SERVICE- LOCAL GARAGE
227.0,Cars and transport,610232,0.29069766,0.11627907,CAR SERVICE- MAIN DEALER
118.8,Cars and transport,610235,0.16091955,0.068965517,CAR REPAIRS MAIN DEALER
60.0,Cars and transport,610236,0.087378643,0.048543688,CAR REPAIRS LOCAL GARAGE
3.5,Cars and transport,610237,0.18666667,0.11333334,CAR BULB 12 VOLT SPECIFY WATTS
5.0,Cars and transport,610238,0.27659574,0.12765957,CAR WASH HAND OR AUTOMATIC
374.09997999999996,Cars and transport,610239,0.57317072,0.17073171,EXHAUST FITTING FAST FIT CENT
49.974998,Cars and transport,610241,0.10638298,0.074468084,WHEEL ALIGNMENT
10.745,Cars and transport,610303,0.36885247,0.25409836,OIL PER LITRE-MULTIGRADE
60.0,Cars and transport,620303,0.30578512,0.10743801,SELF-DRIVE VAN HIRE
149.99001,Other goods and services,620304,0.47222221,0.13888889999999998,PUSHCHAIR/STROLLER
62.525002,Cars and transport,620307,0.47169811,0.25,SELF-DRIVE CAR HIRE BASIC 24HR
6.0,Cars and transport,620308,0.24427481,0.022900764,MINICAB FARE FOR 2 MILES
2.2,Cars and transport,620315,0.20769231,0.030769231,CAR PARK CHARGES
110.0,Cars and transport,620317,0.64257026,0.076305218,CHILDS BICYCLE
279.98999,Cars and transport,620318,0.63157892,0.060728744,ADULT BIKE
30.0,Cars and transport,620319,0.21724138,0.18275861,CYCLE HELMET 12+ SPEC ROAD/MOU
69.0,"Relaxing, culture and hobbies",630138,0.421875,0.15625,DIGITAL RADIO (DAB)
20.0,"Relaxing, culture and hobbies",630156,0.34604904,0.28065395,HEADPHONES SPECIFY TYPE
209.0,"Relaxing, culture and hobbies",630159,0.73489934,0.097315438,OR SMALLER
429.0,"Relaxing, culture and hobbies",630160,0.70714283,0.16071428,OR LARGER
42.990002000000004,"Relaxing, culture and hobbies",630162,0.42091152,0.24396783,PORTABLE SPEAKER
59.990002000000004,,630164,0.28148147,0.38888890000000004,DVD/BLU RAY PLAYER
199.0,,630165,0.24489796,0.24489796,PORTABLE DIGITAL MUSIC PLAYER
0.40000001,"Relaxing, culture and hobbies",630226,0.38565022,0.094170406,RECORDABLE CD PRICE PER CD
10.0,"Relaxing, culture and hobbies",630228,0.47619048,0.11904762,PRE-RECORDED DVD (FILM)
5.0,"Relaxing, culture and hobbies",630229,0.47058824,0.20588236,PRE-RECORDED DVD (NON-FILM)
10.0,"Relaxing, culture and hobbies",630230,0.81818181,0.030303031,CD ALBUM (TOP 40)
5.0,"Relaxing, culture and hobbies",630231,0.38235295,0.17647059,CD ALBUM (NOT CHART)
15.0,"Relaxing, culture and hobbies",630233,0.61538464,0.07692308,BLU RAY DISC (FILM) FROM CHART
19.99,"Relaxing, culture and hobbies",630309,0.31952661,0.21893491,BOXED BOARD GAME: NOT TRAVEL
10.0,"Relaxing, culture and hobbies",630312,0.1025641,0.34358975,CHILD'S PLASTIC DOLL
1.85,"Relaxing, culture and hobbies",630313,0.16062176,0.34196892,MODEL RD VEHICLE EG HOT WHEELS
12.995,"Relaxing, culture and hobbies",630314,0.10344828,0.35632184,CONSTRUCTION TOY: SPEC KIT NO
30.0,Household,630317,0.34931508,0.10273973,"SLEEPING BAG, ADULT"
10.0,"Relaxing, culture and hobbies",630332,0.23737374,0.27777779,CHILD'S SOFT TOY/TEDDY BEAR
16.0,"Relaxing, culture and hobbies",630336,0.54609931,0.04964539,FOOTBALL
39.990002000000004,"Relaxing, culture and hobbies",630340,0.26506025,0.07228915400000001,CARBON FIBRE FISHING ROD
10.0,"Relaxing, culture and hobbies",630341,0.22543353,0.32947975,PRESCHOOL ACTIVITY TOY
99.989998,"Relaxing, culture and hobbies",630342,0.3493976,0.16867469,BEGINNER'S ACOUSTIC GUITAR
60.0,"Relaxing, culture and hobbies",630343,0.35593221,0.18644068,MEN'S FOOTBALL BOOTS
1.0,"Relaxing, culture and hobbies",630345,0.33333334,0.022727273,GOLF BALLS PRICE PER BALL
15.0,"Relaxing, culture and hobbies",630347,0.28654972,0.19298245,CHILD'S BABY DOLL
20.0,"Relaxing, culture and hobbies",630357,0.27407408,0.08148147900000001,SQUASH/TENNIS RACQUET
9.989999800000001,"Relaxing, culture and hobbies",630358,0.39583334,0.21250001,PORTABLE DIGITAL STORAGE DEVIC
0.55000001,"Relaxing, culture and hobbies",630359,0.56,0.039999999,DIGITAL DEVELOPMENT PER PRINT
8.4799995,"Relaxing, culture and hobbies",630365,0.082568809,0.47247708,CRAFT KIT FOR CHILD 5 YRS+
18.0,"Relaxing, culture and hobbies",630368,0.37810946,0.11940298,ELECTRONIC EDUCATIONAL TOY
25.0,"Relaxing, culture and hobbies",630369,0.46969697,0.14646465,CHARCOAL BBQ NOT DISPOSABLE
10.0,"Relaxing, culture and hobbies",630373,0.11904762,0.46190476,JIGSAW MINIMUM 100 PIECES
30.0,"Relaxing, culture and hobbies",630374,0.25116279999999996,0.34418604,CHILDS SCOOTER AGE 5-12 YEARS
32.990002000000004,"Relaxing, culture and hobbies",630376,0.13131313,0.52020204,CHILDS SIT & RIDE TOY U'ER 5'S
34.0,"Relaxing, culture and hobbies",630377,0.21621622,0.55855858,ACTION CAMERA
39.0,,630378,0.068965517,0.75862068,COMPUTER GAME 1
20.99,,630379,0.10344828,0.86206895,COMPUTER GAME 2
21.99,,630380,0.10344828,0.89655173,COMPUTER GAME 3
13.99,,630381,0.39303482,0.31840795,HAND WEIGHTS FOR HOME EXERCISE
10.0,"Relaxing, culture and hobbies",630422,0.38333333,0.2,BOOK-REFERENCE (EG ATLAS/DICT)
12.99,"Relaxing, culture and hobbies",630425,0.7638889,0.16666667,BOOK-NON-FICTION-HARD-COVER
8.989999800000001,"Relaxing, culture and hobbies",630426,0.63276833,0.28248587,BOOK-NON-FICTION-PAPER-BACK
5.9899998,"Relaxing, culture and hobbies",630434,0.43010753,0.11290322,BOOK ILLUSTRATED FOR UNDER 5
14.0,"Relaxing, culture and hobbies",630435,0.75510204,0.20408164,BOOK - FICTION - HARD COVER
7.9899998,"Relaxing, culture and hobbies",630437,0.50543481,0.17391305,BOOK - TEENAGE FICTION
7.2399998,"Relaxing, culture and hobbies",630439,0.56140351,0.14912279999999997,BOOK FICTION P/BACK TOP 10
6.77,"Relaxing, culture and hobbies",630440,0.54166669,0.078703701,"CHILDS BOOK, FICTION 6-12YRS"
14.95,Household,630505,0.40666667,0.093333334,GARDEN SPADE
4.5,"Relaxing, culture and hobbies",630507,0.24623115,0.48743719,HOUSEPLANT
5.4000001,"Relaxing, culture and hobbies",630510,0.46478873,0.035211268999999996,POTTING COMPOST
0.40000001,"Relaxing, culture and hobbies",630518,0.27810651,0.30177516,CUT FLOWERS-CARNATIONS-STEM
3.3699999,"Relaxing, culture and hobbies",630519,0.4453125,0.1015625,POTTED SHRUB
74.989998,Household,630520,0.40397352,0.08609271800000001,"MOWER ELECTRIC, SPECIFY TYPE"
4.0,"Relaxing, culture and hobbies",630525,0.31788081,0.33774835,PLANT FOOD 800ML-2LT/500G-1.5K
1.8,"Relaxing, culture and hobbies",630526,0.30000001,0.16249999,"SEEDS,PKT,SPEC VAR(SEASONAL)"
18.0,"Relaxing, culture and hobbies",640212,0.5625,0.15625,THEATRE ADULT EVES-FRONT STLLS
4.9000001,"Relaxing, culture and hobbies",640219,1.0,0.0,SWIMMING POOL ADM STND ADULT
6.5,"Relaxing, culture and hobbies",640222,0.94214875,0.0082644625,EXERCISE CLASS UPTO 1HR
7.0,"Relaxing, culture and hobbies",640224,0.92307693,0.07692308,TEN-PIN BOWLING PER GAME
379.5,"Relaxing, culture and hobbies",640226,0.90816325,0.071428575,PRIVATE HEALTH CLUB ANNUAL FEE
96.540001,"Relaxing, culture and hobbies",640240,0.16,0.0,LIVERY CHARGES PER WEEK
6.0999999,"Relaxing, culture and hobbies",640243,1.0,0.0,SOFT PLAY SESSION TIME PERIOD
70.0,Eating out and hotels,640406,0.69999999,0.1,HOTEL 1 NIGHT PRICE
0.85000002,Food and drink,210211,0.16535433,0.38582677,CORN SNACK SINGLE PACK MAX 50G
2.0,Food and drink,211023,0.12,0.37142858,COOKED HAM PREPACKED SLICED
2.2,Food and drink,211603,0.51724136,0.062068965,EGGS-LARGE-PER DOZ OR 2 X 6
1.7,Eating out and hotels,220214,0.75609756,0.073170729,STAFF RESTAURANT MAIN COURSE
1.5,Food and drink,310306,0.91369045,0.056547619,BOTTLE OF MIXER 125-200ML
3.0999999,Alcohol and tobacco,310307,0.93113774,0.032934133,LIQUEUR PER NIP   SPECIFY ML
19.0,Eating out and hotels,310315,0.92415732,0.0056179776,BOTTLE OF WINE 70-75CL
599.0,Household,430140,0.46560848,0.084656082,SOFA BED
29.99,Household,430317,0.27237353,0.21789883,ELECTRIC IRON
1.5,"Relaxing, culture and hobbies",430525,0.36764705,0.051470589000000004,CLEAR STICKY TAPE
99.620003,Other goods and services,440127,0.43362832,0.17699115,MONTHLY SELF STORAGE FEE
65.970001,Clothes and shoes,510256,0.34394905,0.21019109,WOMEN'S SHOWERPROOF JACKET
4.0,Clothes and shoes,510330,0.49342105,0.17105263,BABY SLEEPSUIT LONG SLEEVE
8.0,Clothes and shoes,510432,0.3051948,0.20779221,LADY'S SCARF
13.99,,630381,0.39303482,0.31840795,HAND WEIGHTS FOR HOME EXERCISE
13.99,,630381,0.39303482,0.31840795,HAND WEIGHTS FOR HOME EXERCISE
13.99,,630381,0.39303482,0.31840795,HAND WEIGHTS FOR HOME EXERCISE
13.99,,630381,0.39303482,0.31840795,HAND WEIGHTS FOR HOME EXERCISE
13.99,,630381,0.39303482,0.31840795,HAND WEIGHTS FOR HOME EXERCISE
13.99,,630381,0.39303482,0.31840795,HAND WEIGHTS FOR HOME EXERCISE
13.99,,630381,0.39303482,0.31840795,HAND WEIGHTS FOR HOME EXERCISE
13.99,,630381,0.39303482,0.31840795,HAND WEIGHTS FOR HOME EXERCISE
13.99,,630381,0.39303482,0.31840795,HAND WEIGHTS FOR HOME EXERCISE
13.99,,630381,0.39303482,0.31840795,HAND WEIGHTS FOR HOME EXERCISE
13.99,,630381,0.39303482,0.31840795,HAND WEIGHTS FOR HOME EXERCISE
13.99,,630381,0.39303482,0.31840795,HAND WEIGHTS FOR HOME EXERCISE
13.99,,630381,0.39303482,0.31840795,HAND WEIGHTS FOR HOME EXERCISE
13.99,,630381,0.39303482,0.31840795,HAND WEIGHTS FOR HOME EXERCISE
