year,gdpPercap,country,region
1972,668,Rwanda,Africa
1972,3840,Samoa,Asia
1972,2150,Sao Tome and Principe,Africa
1972,60500,Saudi Arabia,Asia
1972,2030,Senegal,Africa
1972,11700,Serbia,Europe
1972,7710,Seychelles,Africa
1972,1480,Sierra Leone,Africa
1972,12700,Singapore,Asia
1972,11800,Slovak Republic,Europe
1972,14300,Slovenia,Europe
1972,829,Solomon Islands,Asia
1972,1260,Somalia,Africa
1972,10200,South Africa,Africa
1972,2680,South Korea,Asia
1972,2200,South Sudan,Africa
1972,13600,Spain,Europe
1972,2140,Sri Lanka,Asia
1972,3790,St. Lucia,Americas
1972,3790,St. Vincent and the Grenadines,Americas
1972,2000,Sudan,Africa
1972,9720,Suriname,Americas
1972,4660,Swaziland,Africa
1972,22300,Sweden,Europe
1972,39200,Switzerland,Europe
1972,3320,Syria,Asia
1972,4760,Tajikistan,Asia
1972,1470,Tanzania,Africa
1972,2480,Thailand,Asia
1972,736,Timor-Leste,Asia
1972,1980,Togo,Africa
1972,1760,Tonga,Asia
1972,11200,Trinidad and Tobago,Americas
1972,3800,Tunisia,Africa
1972,7550,Turkey,Europe
1972,10200,Turkmenistan,Asia
1972,1090,Uganda,Africa
1972,7940,Ukraine,Europe
1972,38800,United Arab Emirates,Asia
1972,18000,United Kingdom,Europe
1972,25400,United States,Americas
1972,7560,Uruguay,Americas
1972,3400,Uzbekistan,Asia
1972,1720,Vanuatu,Asia
1972,15600,Venezuela,Americas
1972,1150,Vietnam,Asia
1972,2190,Yemen,Asia
1972,3980,Zambia,Africa
1972,2830,Zimbabwe,Africa
1977,1130,Afghanistan,Asia
1977,4340,Albania,Europe
1977,8980,Algeria,Africa
1977,34000,Andorra,Europe
1977,5110,Angola,Africa
1977,6140,Antigua and Barbuda,Americas
1977,13300,Argentina,Americas
1977,3940,Armenia,Europe
1977,22400,Australia,Asia
1977,23600,Austria,Europe
1977,8350,Azerbaijan,Europe
1977,15800,Bahamas,Americas
1977,40800,Bahrain,Asia
1977,1050,Bangladesh,Asia
1977,11200,Barbados,Americas
1977,6770,Belarus,Europe
1977,23500,Belgium,Europe
1977,3370,Belize,Americas
1977,1260,Benin,Africa
1977,1050,Bhutan,Asia
1977,4530,Bolivia,Americas
1977,3060,Bosnia and Herzegovina,Europe
1977,3310,Botswana,Africa
1977,9520,Brazil,Americas
1977,120000,Brunei,Asia
1977,9810,Bulgaria,Europe
1977,714,Burkina Faso,Africa
1977,936,Burundi,Africa
1977,985,Cambodia,Asia
1977,2450,Cameroon,Africa
1977,25200,Canada,Americas
1977,766,Cape Verde,Africa
1977,1250,Central African Republic,Africa
1977,1250,Chad,Africa
1977,6550,Chile,Americas
1977,909,China,Asia
1977,5420,Colombia,Americas
1977,1520,Comoros,Africa
1977,1780,"Congo, Dem. Rep.",Africa
1977,3400,"Congo, Rep.",Africa
1977,7680,Costa Rica,Americas
1977,4560,Cote d'Ivoire,Africa
1977,16500,Croatia,Europe
1977,12100,Cuba,Americas
1977,11600,Cyprus,Europe
1977,18100,Czech Republic,Europe
1977,26100,Denmark,Europe
1977,3830,Djibouti,Africa
1977,3770,Dominica,Americas
1977,4700,Dominican Republic,Americas
1977,7500,Ecuador,Americas
1977,3690,Egypt,Africa
1977,5740,El Salvador,Americas
1977,1280,Equatorial Guinea,Africa
1977,983,Eritrea,Africa
1977,12300,Estonia,Europe
1977,704,Ethiopia,Africa
1977,5660,Fiji,Asia
1977,19400,Finland,Europe
1977,22300,France,Europe
1977,20800,Gabon,Africa
1977,1960,Gambia,Africa
1977,7420,Georgia,Europe
1977,25600,Germany,Europe
1977,2080,Ghana,Africa
1977,16500,Greece,Europe
1977,4280,Grenada,Americas
1977,5850,Guatemala,Americas
1977,1160,Guinea,Africa
1977,1650,Guinea-Bissau,Africa
1977,3960,Guyana,Americas
1977,2420,Haiti,Americas
1977,3460,Honduras,Americas
1977,16000,Hungary,Europe
1977,21900,Iceland,Europe
1977,1250,India,Asia
1977,2990,Indonesia,Asia
1977,17000,Iran,Asia
1977,11800,Iraq,Asia
1977,14400,Ireland,Europe
1977,14900,Israel,Asia
1977,20300,Italy,Europe
1977,6870,Jamaica,Americas
1977,18100,Japan,Asia
1977,5410,Jordan,Asia
1977,13600,Kazakhstan,Asia
1977,2110,Kenya,Africa
1977,4950,Kiribati,Asia
1977,86900,Kuwait,Asia
1977,3560,Kyrgyz Republic,Asia
1977,1460,Lao,Asia
1977,9970,Latvia,Europe
1977,7510,Lebanon,Asia
1977,1210,Lesotho,Africa
1977,2110,Liberia,Africa
1977,53600,Libya,Africa
1977,14800,Lithuania,Europe
1977,33800,Luxembourg,Europe
1977,8780,"Macedonia, FYR",Europe
1977,2180,Madagascar,Africa
1977,865,Malawi,Africa
1977,6220,Malaysia,Asia
1977,1370,Maldives,Asia
1977,1180,Mali,Africa
1977,8840,Malta,Europe
1977,2320,Marshall Islands,Asia
1977,2860,Mauritania,Africa
1977,4860,Mauritius,Africa
1977,10500,Mexico,Americas
1977,2660,"Micronesia, Fed. Sts.",Asia
1977,6040,Moldova,Europe
1977,2120,Mongolia,Asia
1977,14800,Montenegro,Europe
1977,3070,Morocco,Africa
1977,438,Mozambique,Africa
1977,849,Myanmar,Asia
1977,6340,Namibia,Africa
1977,1000,Nepal,Asia
1977,24200,Netherlands,Europe
1977,20700,New Zealand,Asia
1977,7100,Nicaragua,Americas
1977,1100,Niger,Africa
1977,4430,Nigeria,Africa
1977,1880,North Korea,Asia
1977,30000,Norway,Europe
1977,22900,Oman,Asia
1977,1950,Pakistan,Asia
1977,1610,Palestine,Asia
1977,7100,Panama,Americas
1977,1750,Papua New Guinea,Asia
1977,4660,Paraguay,Americas
1977,7290,Peru,Americas
1977,3950,Philippines,Asia
1977,11900,Poland,Europe
1977,13300,Portugal,Europe
1977,142000,Qatar,Asia
1977,13200,Romania,Europe
1977,18400,Russia,Europe
1977,759,Rwanda,Africa
1977,3490,Samoa,Asia
1977,2700,Sao Tome and Principe,Africa
1977,89600,Saudi Arabia,Asia
1977,2000,Senegal,Africa
1977,14300,Serbia,Europe
1977,9460,Seychelles,Africa
1977,1430,Sierra Leone,Africa
1977,16600,Singapore,Asia
1977,13400,Slovak Republic,Europe
1977,17700,Slovenia,Europe
1977,1120,Solomon Islands,Asia
1977,1050,Somalia,Africa
1977,10500,South Africa,Africa
1977,4810,South Korea,Asia
1977,2970,South Sudan,Africa
1977,17100,Spain,Europe
1977,2400,Sri Lanka,Asia
1977,5270,St. Lucia,Americas
1977,3030,St. Vincent and the Grenadines,Americas
1977,2670,Sudan,Africa
1977,11800,Suriname,Americas
1977,5300,Swaziland,Africa
1977,24600,Sweden,Europe
1977,39000,Switzerland,Europe
1977,4180,Syria,Asia
1977,4870,Tajikistan,Asia
1977,1580,Tanzania,Africa
1977,3200,Thailand,Asia
1977,811,Timor-Leste,Asia
1977,1820,Togo,Africa
1977,1990,Tonga,Asia
1977,13500,Trinidad and Tobago,Americas
1977,4330,Tunisia,Africa
1977,9360,Turkey,Europe
1977,10600,Turkmenistan,Asia
1977,974,Uganda,Africa
1977,9240,Ukraine,Europe
1977,163000,United Arab Emirates,Asia
1977,19900,United Kingdom,Europe
1977,28000,United States,Americas
1977,8610,Uruguay,Americas
1977,3620,Uzbekistan,Asia
1977,2000,Vanuatu,Asia
1977,19500,Venezuela,Americas
1977,1180,Vietnam,Asia
1977,3170,Yemen,Asia
1977,3310,Zambia,Africa
1977,2380,Zimbabwe,Africa
1982,1410,Afghanistan,Asia
1982,4410,Albania,Europe
1982,10600,Algeria,Africa
1982,29900,Andorra,Europe
1982,4110,Angola,Africa
1982,8470,Antigua and Barbuda,Americas
1982,12100,Argentina,Americas
1982,3820,Armenia,Europe
1982,23900,Australia,Asia
1982,25800,Austria,Europe
1982,8310,Azerbaijan,Europe
1982,22500,Bahamas,Americas
1982,39000,Bahrain,Asia
1982,1080,Bangladesh,Asia
1982,12100,Barbados,Americas
1982,7250,Belarus,Europe
1982,25800,Belgium,Europe
1982,3970,Belize,Americas
1982,1580,Benin,Africa
1982,1220,Bhutan,Asia
1982,4030,Bolivia,Americas
1982,3350,Bosnia and Herzegovina,Europe
1982,4700,Botswana,Africa
1982,10100,Brazil,Americas
1982,104000,Brunei,Asia
1982,10600,Bulgaria,Europe
1982,767,Burkina Faso,Africa
1982,951,Burundi,Africa
1982,799,Cambodia,Asia
1982,3270,Cameroon,Africa
1982,26100,Canada,Americas
1982,1310,Cape Verde,Africa
1982,1070,Central African Republic,Africa
1982,883,Chad,Africa
1982,7040,Chile,Americas
1982,1180,China,Asia
1982,6240,Colombia,Americas
1982,1690,Comoros,Africa
1982,1530,"Congo, Dem. Rep.",Africa
1982,5870,"Congo, Rep.",Africa
1982,6870,Costa Rica,Americas
1982,3820,Cote d'Ivoire,Africa
1982,19300,Croatia,Europe
1982,13900,Cuba,Americas
1982,15300,Cyprus,Europe
1982,18800,Czech Republic,Europe
1982,28000,Denmark,Europe
1982,3580,Djibouti,Africa
1982,4390,Dominica,Americas
1982,5050,Dominican Republic,Americas
1982,8020,Ecuador,Americas
1982,4680,Egypt,Africa
1982,4530,El Salvador,Americas
1982,1240,Equatorial Guinea,Africa
1982,981,Eritrea,Africa
1982,12900,Estonia,Europe
1982,703,Ethiopia,Africa
1982,5730,Fiji,Asia
1982,23100,Finland,Europe
1982,24800,France,Europe
1982,25000,Gabon,Africa
1982,1860,Gambia,Africa
1982,9350,Georgia,Europe
1982,27500,Germany,Europe
1982,1770,Ghana,Africa
1982,18000,Greece,Europe
1982,4820,Grenada,Americas
1982,5740,Guatemala,Americas
1982,1140,Guinea,Africa
1982,1800,Guinea-Bissau,Africa
1982,3360,Guyana,Americas
1982,2600,Haiti,Americas
1982,3340,Honduras,Americas
1982,17300,Hungary,Europe
1982,25800,Iceland,Europe
1982,1320,India,Asia
1982,3300,Indonesia,Asia
1982,11400,Iran,Asia
1982,13000,Iraq,Asia
1982,16400,Ireland,Europe
1982,17300,Israel,Asia
1982,23700,Italy,Europe
1982,6190,Jamaica,Americas
1982,21500,Japan,Asia
1982,7820,Jordan,Asia
1982,13200,Kazakhstan,Asia
1982,2250,Kenya,Africa
1982,2350,Kiribati,Asia
1982,66800,Kuwait,Asia
1982,3520,Kyrgyz Republic,Asia
1982,1580,Lao,Asia
1982,11600,Latvia,Europe
1982,5900,Lebanon,Asia
1982,1150,Lesotho,Africa
1982,1830,Liberia,Africa
1982,42700,Libya,Africa
1982,15000,Lithuania,Europe
1982,36400,Luxembourg,Europe
1982,10300,"Macedonia, FYR",Europe
1982,1840,Madagascar,Africa
1982,800,Malawi,Africa
1982,8050,Malaysia,Asia
1982,1950,Maldives,Asia
1982,1070,Mali,Africa
1982,11600,Malta,Europe
1982,2100,Marshall Islands,Asia
1982,2890,Mauritania,Africa
1982,4860,Mauritius,Africa
1982,13200,Mexico,Americas
1982,2420,"Micronesia, Fed. Sts.",Asia
1982,6120,Moldova,Europe
1982,2590,Mongolia,Asia
1982,17400,Montenegro,Europe
1982,3510,Morocco,Africa
1982,400,Mozambique,Africa
1982,969,Myanmar,Asia
1982,6870,Namibia,Africa
1982,1030,Nepal,Asia
1982,25100,Netherlands,Europe
1982,22600,New Zealand,Asia
1982,4460,Nicaragua,Americas
1982,1250,Niger,Africa
1982,3480,Nigeria,Africa
1982,2180,North Korea,Asia
1982,34400,Norway,Europe
1982,25400,Oman,Asia
1982,2400,Pakistan,Asia
1982,1780,Palestine,Asia
1982,9330,Panama,Americas
1982,1680,Papua New Guinea,Asia
1982,6080,Paraguay,Americas
1982,7480,Peru,Americas
1982,4350,Philippines,Asia
1982,10600,Poland,Europe
1982,15400,Portugal,Europe
1982,99100,Qatar,Asia
1982,13500,Romania,Europe
1982,19000,Russia,Europe
1982,1000,Rwanda,Africa
1982,3470,Samoa,Asia
1982,2630,Sao Tome and Principe,Africa
1982,65000,Saudi Arabia,Asia
1982,1950,Senegal,Africa
1982,16400,Serbia,Europe
1982,10200,Seychelles,Africa
1982,1500,Sierra Leone,Africa
1982,22500,Singapore,Asia
1982,13900,Slovak Republic,Europe
1982,20700,Slovenia,Europe
1982,1410,Solomon Islands,Asia
1982,888,Somalia,Africa
1982,11000,South Africa,Africa
1982,5300,South Korea,Asia
1982,2600,South Sudan,Africa
1982,18100,Spain,Europe
1982,2950,Sri Lanka,Asia
1982,5480,St. Lucia,Americas
1982,3760,St. Vincent and the Grenadines,Americas
1982,2320,Sudan,Africa
1982,10800,Suriname,Americas
1982,5520,Swaziland,Africa
1982,26500,Sweden,Europe
1982,41100,Switzerland,Europe
1982,4990,Syria,Asia
1982,4300,Tajikistan,Asia
1982,1460,Tanzania,Africa
1982,3920,Thailand,Asia
1982,914,Timor-Leste,Asia
1982,1590,Togo,Africa
1982,3070,Tonga,Asia
1982,15600,Trinidad and Tobago,Americas
1982,4950,Tunisia,Africa
1982,8830,Turkey,Europe
1982,9520,Turkmenistan,Asia
1982,795,Uganda,Africa
1982,9570,Ukraine,Europe
1982,154000,United Arab Emirates,Asia
1982,20800,United Kingdom,Europe
1982,29200,United States,Americas
1982,9150,Uruguay,Americas
1982,3360,Uzbekistan,Asia
1982,2180,Vanuatu,Asia
1982,16600,Venezuela,Americas
1982,1180,Vietnam,Asia
1982,3420,Yemen,Asia
1982,2770,Zambia,Africa
1982,2580,Zimbabwe,Africa
1987,1240,Afghanistan,Asia
1987,4490,Albania,Europe
1987,10500,Algeria,Africa
1987,27900,Andorra,Europe
1987,4480,Angola,Africa
1987,13400,Antigua and Barbuda,Americas
1987,12500,Argentina,Americas
1987,3880,Armenia,Europe
1987,26900,Australia,Asia
1987,28300,Austria,Europe
1987,8680,Azerbaijan,Europe
1987,24800,Bahamas,Americas
1987,28500,Bahrain,Asia
1987,1210,Bangladesh,Asia
1987,13100,Barbados,Americas
1987,8150,Belarus,Europe
1987,27700,Belgium,Europe
1987,4080,Belize,Americas
1987,1530,Benin,Africa
1987,1940,Bhutan,Asia
1987,3520,Bolivia,Americas
1987,3260,Bosnia and Herzegovina,Europe
1987,6420,Botswana,Africa
1987,11300,Brazil,Americas
1987,89400,Brunei,Asia
1987,10600,Bulgaria,Europe
1987,857,Burkina Faso,Africa
1987,1070,Burundi,Africa
1987,930,Cambodia,Asia
1987,3630,Cameroon,Africa
1987,30400,Canada,Americas
1987,1580,Cape Verde,Africa
1987,931,Central African Republic,Africa
1987,1060,Chad,Africa
1987,7690,Chile,Americas
1987,1660,China,Asia
1987,6960,Colombia,Americas
1987,1690,Comoros,Africa
1987,1530,"Congo, Dem. Rep.",Africa
1987,5330,"Congo, Rep.",Africa
1987,7400,Costa Rica,Americas
1987,3160,Cote d'Ivoire,Africa
1987,20200,Croatia,Europe
1987,14300,Cuba,Americas
1987,19300,Cyprus,Europe
1987,20000,Czech Republic,Europe
1987,32800,Denmark,Europe
1987,3590,Djibouti,Africa
1987,5780,Dominica,Americas
1987,5160,Dominican Republic,Americas
1987,7130,Ecuador,Americas
1987,5670,Egypt,Africa
1987,4530,El Salvador,Americas
1987,1110,Equatorial Guinea,Africa
1987,975,Eritrea,Africa
1987,14200,Estonia,Europe
1987,700,Ethiopia,Africa
1987,5330,Fiji,Asia
1987,26400,Finland,Europe
1987,27000,France,Europe
1987,16500,Gabon,Africa
1987,1370,Gambia,Africa
1987,9660,Georgia,Europe
1987,30800,Germany,Europe
1987,1810,Ghana,Africa
1987,19200,Greece,Europe
1987,6140,Grenada,Americas
1987,5020,Guatemala,Americas
1987,1080,Guinea,Africa
1987,1570,Guinea-Bissau,Africa
1987,3130,Guyana,Americas
1987,2360,Haiti,Americas
1987,3210,Honduras,Americas
1987,18000,Hungary,Europe
1987,29800,Iceland,Europe
1987,1510,India,Asia
1987,3840,Indonesia,Asia
1987,9950,Iran,Asia
1987,13400,Iraq,Asia
1987,18100,Ireland,Europe
1987,19300,Israel,Asia
1987,27600,Italy,Europe
1987,6390,Jamaica,Americas
1987,25700,Japan,Asia
1987,8270,Jordan,Asia
1987,13500,Kazakhstan,Asia
1987,2280,Kenya,Africa
1987,1900,Kiribati,Asia
1987,47300,Kuwait,Asia
1987,3490,Kyrgyz Republic,Asia
1987,1610,Lao,Asia
1987,13400,Latvia,Europe
1987,14300,Lebanon,Asia
1987,1190,Lesotho,Africa
1987,1620,Liberia,Africa
1987,24200,Libya,Africa
1987,15900,Lithuania,Europe
1987,46700,Luxembourg,Europe
1987,10800,"Macedonia, FYR",Europe
1987,1640,Madagascar,Africa
1987,754,Malawi,Africa
1987,8640,Malaysia,Asia
1987,3340,Maldives,Asia
1987,1200,Mali,Africa
1987,13300,Malta,Europe
1987,2680,Marshall Islands,Asia
1987,2830,Mauritania,Africa
1987,6340,Mauritius,Africa
1987,12000,Mexico,Americas
1987,2660,"Micronesia, Fed. Sts.",Asia
1987,6520,Moldova,Europe
1987,3570,Mongolia,Asia
1987,18400,Montenegro,Europe
1987,3590,Morocco,Africa
1987,335,Mozambique,Africa
1987,867,Myanmar,Asia
1987,6070,Namibia,Africa
1987,1100,Nepal,Asia
1987,28600,Netherlands,Europe
1987,24400,New Zealand,Asia
1987,3780,Nicaragua,Americas
1987,928,Niger,Africa
1987,2540,Nigeria,Africa
1987,2140,North Korea,Asia
1987,41800,Norway,Europe
1987,36000,Oman,Asia
1987,2840,Pakistan,Asia
1987,1610,Palestine,Asia
1987,9400,Panama,Americas
1987,1700,Papua New Guinea,Asia
1987,5680,Paraguay,Americas
1987,7400,Peru,Americas
1987,3670,Philippines,Asia
1987,11400,Poland,Europe
1987,17100,Portugal,Europe
1987,68700,Qatar,Asia
1987,13500,Romania,Europe
1987,20600,Russia,Europe
1987,963,Rwanda,Africa
1987,3820,Samoa,Asia
1987,2160,Sao Tome and Principe,Africa
1987,38000,Saudi Arabia,Asia
1987,1860,Senegal,Africa
1987,16900,Serbia,Europe
1987,11500,Seychelles,Africa
1987,1280,Sierra Leone,Africa
1987,28000,Singapore,Asia
1987,14700,Slovak Republic,Europe
1987,21700,Slovenia,Europe
1987,1710,Solomon Islands,Asia
1987,979,Somalia,Africa
1987,10000,South Africa,Africa
1987,8770,South Korea,Asia
1987,2100,South Sudan,Africa
1987,20600,Spain,Europe
1987,3390,Sri Lanka,Asia
1987,7500,St. Lucia,Americas
1987,4680,St. Vincent and the Grenadines,Americas
1987,1860,Sudan,Africa
1987,9880,Suriname,Americas
1987,5720,Swaziland,Africa
1987,29900,Sweden,Europe
1987,43900,Switzerland,Europe
1987,4230,Syria,Asia
1987,3990,Tajikistan,Asia
1987,1420,Tanzania,Africa
1987,4900,Thailand,Asia
1987,1030,Timor-Leste,Asia
1987,1410,Togo,Africa
1987,3800,Tonga,Asia
1987,12700,Trinidad and Tobago,Americas
1987,5320,Tunisia,Africa
1987,11000,Turkey,Europe
1987,9000,Turkmenistan,Asia
1987,727,Uganda,Africa
1987,10400,Ukraine,Europe
1987,98100,United Arab Emirates,Asia
1987,24900,United Kingdom,Europe
1987,34800,United States,Americas
1987,9830,Uruguay,Americas
1987,3270,Uzbekistan,Asia
1987,2520,Vanuatu,Asia
1987,14700,Venezuela,Americas
1987,1370,Vietnam,Asia
1987,3410,Yemen,Asia
1987,2500,Zambia,Africa
1987,2350,Zimbabwe,Africa
1992,950,Afghanistan,Asia
1992,3010,Albania,Europe
1992,9820,Algeria,Africa
1992,27200,Andorra,Europe
1992,3790,Angola,Africa
1992,16500,Antigua and Barbuda,Americas
1992,13300,Argentina,Americas
1992,1980,Armenia,Europe
1992,27900,Australia,Asia
1992,32300,Austria,Europe
1992,6350,Azerbaijan,Europe
1992,21600,Bahamas,Americas
1992,40000,Bahrain,Asia
1992,1340,Bangladesh,Asia
1992,12000,Barbados,Americas
1992,7440,Belarus,Europe
1992,31500,Belgium,Europe
1992,6170,Belize,Americas
1992,1470,Benin,Africa
1992,2450,Bhutan,Asia
1992,3810,Bolivia,Americas
1992,1840,Bosnia and Herzegovina,Europe
1992,8490,Botswana,Africa
1992,10100,Brazil,Americas
1992,86400,Brunei,Asia
1992,8060,Bulgaria,Europe
1992,851,Burkina Faso,Africa
1992,1100,Burundi,Africa
1992,1110,Cambodia,Asia
1992,2510,Cameroon,Africa
1992,30100,Canada,Americas
1992,1780,Cape Verde,Africa
1992,824,Central African Republic,Africa
1992,1220,Chad,Africa
1992,10400,Chile,Americas
1992,1860,China,Asia
1992,7800,Colombia,Americas
1992,1550,Comoros,Africa
1992,973,"Congo, Dem. Rep.",Africa
1992,5120,"Congo, Rep.",Africa
1992,8290,Costa Rica,Americas
1992,2970,Cote d'Ivoire,Africa
1992,12300,Croatia,Europe
1992,10600,Cuba,Americas
1992,24400,Cyprus,Europe
1992,17600,Czech Republic,Europe
1992,34700,Denmark,Europe
1992,2850,Djibouti,Africa
1992,6900,Dominica,Americas
1992,5650,Dominican Republic,Americas
1992,7600,Ecuador,Americas
1992,5960,Egypt,Africa
1992,4910,El Salvador,Americas
1992,1250,Equatorial Guinea,Africa
1992,1110,Eritrea,Africa
1992,11400,Estonia,Europe
1992,515,Ethiopia,Africa
1992,5950,Fiji,Asia
1992,26000,Finland,Europe
1992,30100,France,Europe
1992,19000,Gabon,Africa
1992,1510,Gambia,Africa
1992,3430,Georgia,Europe
1992,33000,Germany,Europe
1992,1990,Ghana,Africa
1992,21100,Greece,Europe
1992,7210,Grenada,Americas
1992,5290,Guatemala,Americas
1992,1060,Guinea,Africa
1992,1590,Guinea-Bissau,Africa
1992,3220,Guyana,Americas
1992,1880,Haiti,Americas
1992,3270,Honduras,Americas
1992,14600,Hungary,Europe
1992,27400,Iceland,Europe
1992,1800,India,Asia
1992,5090,Indonesia,Asia
1992,11400,Iran,Asia
1992,5200,Iraq,Asia
1992,23000,Ireland,Europe
1992,20400,Israel,Asia
1992,31800,Italy,Europe
1992,7660,Jamaica,Americas
1992,31500,Japan,Asia
1992,6810,Jordan,Asia
1992,10900,Kazakhstan,Asia
1992,2250,Kenya,Africa
1992,1920,Kiribati,Asia
1992,50200,Kuwait,Asia
1992,2680,Kyrgyz Republic,Asia
1992,1680,Lao,Asia
1992,8220,Latvia,Europe
1992,10900,Lebanon,Asia
1992,1520,Lesotho,Africa
1992,505,Liberia,Africa
1992,27900,Libya,Africa
1992,11700,Lithuania,Europe
1992,62100,Luxembourg,Europe
1992,8480,"Macedonia, FYR",Europe
1992,1480,Madagascar,Africa
1992,727,Malawi,Africa
1992,11900,Malaysia,Asia
1992,4520,Maldives,Asia
1992,1310,Mali,Africa
1992,17300,Malta,Europe
1992,2960,Marshall Islands,Asia
1992,2760,Mauritania,Africa
1992,8020,Mauritius,Africa
1992,13100,Mexico,Americas
1992,2930,"Micronesia, Fed. Sts.",Asia
1992,3840,Moldova,Europe
1992,4130,Mongolia,Asia
1992,11100,Montenegro,Europe
1992,3960,Morocco,Africa
1992,354,Mozambique,Africa
1992,788,Myanmar,Asia
1992,6200,Namibia,Africa
1992,1260,Nepal,Asia
1992,32900,Netherlands,Europe
1992,22800,New Zealand,Asia
1992,2880,Nicaragua,Americas
1992,803,Niger,Africa
1992,2890,Nigeria,Africa
1992,1740,North Korea,Asia
1992,45200,Norway,Europe
1992,36800,Oman,Asia
1992,3270,Pakistan,Asia
1992,1740,Palestine,Asia
1992,8880,Panama,Americas
1992,1840,Papua New Guinea,Asia
1992,6040,Paraguay,Americas
1992,5180,Peru,Americas
1992,3810,Philippines,Asia
1992,9730,Poland,Europe
1992,21300,Portugal,Europe
1992,75300,Qatar,Asia
1992,9280,Romania,Europe
1992,16700,Russia,Europe
1992,964,Rwanda,Africa
1992,3500,Samoa,Asia
1992,2040,Sao Tome and Principe,Africa
1992,47700,Saudi Arabia,Asia
1992,1800,Senegal,Africa
1992,9830,Serbia,Europe
1992,15400,Seychelles,Africa
1992,1030,Sierra Leone,Africa
1992,37000,Singapore,Asia
1992,11600,Slovak Republic,Europe
1992,16500,Slovenia,Europe
1992,2020,Solomon Islands,Asia
1992,813,Somalia,Africa
1992,9130,South Africa,Africa
1992,13400,South Korea,Asia
1992,2100,South Sudan,Africa
1992,24400,Spain,Europe
1992,3900,Sri Lanka,Asia
1992,9600,St. Lucia,Americas
1992,5970,St. Vincent and the Grenadines,Americas
1992,1900,Sudan,Africa
1992,10400,Suriname,Americas
1992,5370,Swaziland,Africa
1992,29800,Sweden,Europe
1992,46200,Switzerland,Europe
1992,4400,Syria,Asia
1992,2310,Tajikistan,Asia
1992,1410,Tanzania,Africa
1992,7630,Thailand,Asia
1992,1260,Timor-Leste,Asia
1992,1230,Togo,Africa
1992,3800,Tonga,Asia
1992,12200,Trinidad and Tobago,Americas
1992,6020,Tunisia,Africa
1992,11700,Turkey,Europe
1992,6370,Turkmenistan,Asia
1992,798,Uganda,Africa
1992,8610,Ukraine,Europe
1992,103000,United Arab Emirates,Asia
1992,26400,United Kingdom,Europe
1992,37300,United States,Americas
1992,10800,Uruguay,Americas
1992,2600,Uzbekistan,Asia
1992,2550,Vanuatu,Asia
1992,16100,Venezuela,Americas
1992,1670,Vietnam,Asia
1992,3460,Yemen,Asia
1992,2180,Zambia,Africa
1992,2370,Zimbabwe,Africa
1997,930,Afghanistan,Asia
1997,4070,Albania,Europe
1997,9460,Algeria,Africa
1997,29700,Andorra,Europe
1997,3370,Angola,Africa
1997,17500,Antigua and Barbuda,Americas
1997,15500,Argentina,Americas
1997,2440,Armenia,Europe
1997,32000,Australia,Asia
1997,35200,Austria,Europe
1997,3490,Azerbaijan,Europe
1997,23000,Bahamas,Americas
1997,44200,Bahrain,Asia
1997,1500,Bangladesh,Asia
1997,13400,Barbados,Americas
1997,6290,Belarus,Europe
1997,34300,Belgium,Europe
1997,6090,Belize,Americas
1997,1570,Benin,Africa
1997,3140,Bhutan,Asia
1997,4320,Bolivia,Americas
1997,4750,Bosnia and Herzegovina,Europe
1997,9750,Botswana,Africa
1997,11300,Brazil,Americas
1997,83100,Brunei,Asia
1997,8580,Bulgaria,Europe
1997,970,Burkina Faso,Africa
1997,768,Burundi,Africa
1997,1160,Cambodia,Asia
1997,2380,Cameroon,Africa
1997,33400,Canada,Americas
1997,2860,Cape Verde,Africa
1997,827,Central African Republic,Africa
1997,1050,Chad,Africa
1997,13600,Chile,Americas
1997,3020,China,Asia
1997,8630,Colombia,Americas
1997,1400,Comoros,Africa
1997,648,"Congo, Dem. Rep.",Africa
1997,4490,"Congo, Rep.",Africa
1997,9130,Costa Rica,Americas
1997,3050,Cote d'Ivoire,Africa
1997,14600,Croatia,Europe
1997,10300,Cuba,Americas
1997,26700,Cyprus,Europe
1997,19900,Czech Republic,Europe
1997,39200,Denmark,Europe
1997,2250,Djibouti,Africa
1997,7590,Dominica,Americas
1997,6920,Dominican Republic,Americas
1997,7870,Ecuador,Americas
1997,6710,Egypt,Africa
1997,5950,El Salvador,Americas
1997,6620,Equatorial Guinea,Africa
1997,1830,Eritrea,Africa
1997,13700,Estonia,Europe
1997,626,Ethiopia,Africa
1997,6300,Fiji,Asia
1997,30200,Finland,Europe
1997,31900,France,Europe
1997,20700,Gabon,Africa
1997,1470,Gambia,Africa
1997,2950,Georgia,Europe
1997,34400,Germany,Europe
1997,2140,Ghana,Africa
1997,22600,Greece,Europe
1997,7740,Grenada,Americas
1997,5750,Guatemala,Americas
1997,1080,Guinea,Africa
1997,1870,Guinea-Bissau,Africa
1997,4480,Guyana,Americas
1997,1730,Haiti,Americas
1997,3370,Honduras,Americas
1997,15800,Hungary,Europe
1997,30500,Iceland,Europe
1997,2200,India,Asia
1997,6590,Indonesia,Asia
1997,11300,Iran,Asia
1997,8300,Iraq,Asia
1997,32100,Ireland,Europe
1997,23900,Israel,Asia
1997,34200,Italy,Europe
1997,8180,Jamaica,Americas
1997,33600,Japan,Asia
1997,6880,Jordan,Asia
