Date,area,type,value
01-May-14,England,england_error,-0.43878174
01-Jun-14,Northwest,northwest_error,-0.78031158
01-Jun-14,Westmidlands,westmidlands_error,-2.1030578999999996
01-Jun-14,London,london_error,1.7950211
01-Jun-14,Southwest,southwest_error,-1.8589401
01-Jun-14,England,england_error,-0.49458313
01-Jul-14,Northwest,northwest_error,-0.87307739
01-Jul-14,Westmidlands,westmidlands_error,-2.0208511000000002
01-Jul-14,London,london_error,1.8145218
01-Jul-14,Southwest,southwest_error,-1.8064575
01-Jul-14,England,england_error,-0.44535065
01-Aug-14,Northwest,northwest_error,-0.96893311
01-Aug-14,Westmidlands,westmidlands_error,-2.2425766
01-Aug-14,London,london_error,1.8279953000000002
01-Aug-14,Southwest,southwest_error,-1.7588881999999997
01-Aug-14,England,england_error,-0.50115204
01-Sep-14,Northwest,northwest_error,-0.96479034
01-Sep-14,Westmidlands,westmidlands_error,-2.2642898999999996
01-Sep-14,London,london_error,1.8414688000000001
01-Sep-14,Southwest,southwest_error,-1.9113159
01-Sep-14,England,england_error,-0.55695343
01-Oct-14,Northwest,northwest_error,-1.0575562
01-Oct-14,Westmidlands,westmidlands_error,-2.2820816
01-Oct-14,London,london_error,1.960968
01-Oct-14,Southwest,southwest_error,-1.8588181000000001
01-Oct-14,England,england_error,-0.50773621
01-Nov-14,Northwest,northwest_error,-1.0534058000000002
01-Nov-14,Westmidlands,westmidlands_error,-2.1038055
01-Nov-14,London,london_error,1.9744415000000002
01-Nov-14,Southwest,southwest_error,-1.8112488000000002
01-Nov-14,England,england_error,-0.46353149
01-Dec-14,Northwest,northwest_error,-1.0461731
01-Dec-14,Westmidlands,westmidlands_error,-2.1215973
01-Dec-14,London,london_error,2.0939407
01-Dec-14,Southwest,southwest_error,-1.7587585
01-Dec-14,England,england_error,-0.31430817
01-Jan-15,Northwest,northwest_error,-1.0420303
01-Jan-15,Westmidlands,westmidlands_error,-2.0433197
01-Jan-15,London,london_error,2.4074173
01-Jan-15,Southwest,southwest_error,-1.7111893
01-Jan-15,England,england_error,-0.17010498
01-Feb-15,Northwest,northwest_error,-1.137886
01-Feb-15,Westmidlands,westmidlands_error,-2.0650406
01-Feb-15,London,london_error,2.5208969
01-Feb-15,Southwest,southwest_error,-1.7636185000000002
01-Feb-15,England,england_error,-0.1259079
01-Mar-15,Northwest,northwest_error,-1.224472
01-Mar-15,Westmidlands,westmidlands_error,-2.0749817
01-Mar-15,London,london_error,2.65242
01-Mar-15,Southwest,southwest_error,-1.8012924
01-Mar-15,England,england_error,-0.066619873
01-Apr-15,Northwest,northwest_error,-1.2203293
01-Apr-15,Westmidlands,westmidlands_error,-1.9966965
01-Apr-15,London,london_error,2.7658997000000003
01-Apr-15,Southwest,southwest_error,-1.7537155
01-Apr-15,England,england_error,-0.022422791
01-May-15,Northwest,northwest_error,-1.3130951000000002
01-May-15,Westmidlands,westmidlands_error,-1.9144897
01-May-15,London,london_error,3.1853943
01-May-15,Southwest,southwest_error,-1.8012313999999998
01-May-15,England,england_error,0.12680054
01-Jun-15,Northwest,northwest_error,-1.4089508
01-Jun-15,Westmidlands,westmidlands_error,-1.8362044999999998
01-Jun-15,London,london_error,3.2988739000000002
01-Jun-15,Southwest,southwest_error,-1.8536606
01-Jun-15,England,england_error,0.17100525
01-Jul-15,Northwest,northwest_error,-1.4017181
01-Jul-15,Westmidlands,westmidlands_error,-1.7540054
01-Jul-15,London,london_error,3.318367
01-Jul-15,Southwest,southwest_error,-2.0011673
01-Jul-15,England,england_error,0.120224
01-Aug-15,Northwest,northwest_error,-1.2975693000000001
01-Aug-15,Westmidlands,westmidlands_error,-1.7757262999999999
01-Aug-15,London,london_error,3.8318404999999998
01-Aug-15,Southwest,southwest_error,-1.8535918999999998
01-Aug-15,England,england_error,0.36442566
01-Sep-15,Northwest,northwest_error,-1.393425
01-Sep-15,Westmidlands,westmidlands_error,-1.7974471999999997
01-Sep-15,London,london_error,3.7453232000000005
01-Sep-15,Southwest,southwest_error,-1.9060211
01-Sep-15,England,england_error,0.40863037
01-Oct-15,Northwest,northwest_error,-1.2861938
01-Oct-15,Westmidlands,westmidlands_error,-1.8152313000000002
01-Oct-15,London,london_error,3.7648163
01-Oct-15,Southwest,southwest_error,-1.9535293999999999
01-Oct-15,England,england_error,0.45785522
01-Nov-15,Northwest,northwest_error,-1.182045
01-Nov-15,Westmidlands,westmidlands_error,-1.8369522
01-Nov-15,London,london_error,3.8782959000000004
01-Nov-15,Southwest,southwest_error,-1.9059525000000002
01-Nov-15,England,england_error,0.50205231
01-Dec-15,Northwest,northwest_error,-1.1748123
01-Dec-15,Westmidlands,westmidlands_error,-1.7547531000000003
01-Dec-15,London,london_error,3.7977905
01-Dec-15,Southwest,southwest_error,-2.2534714
01-Dec-15,England,england_error,0.45128632
01-Jan-16,Northwest,northwest_error,-1.1706696
01-Jan-16,Westmidlands,westmidlands_error,-1.6764679
01-Jan-16,London,london_error,4.1112671
01-Jan-16,Southwest,southwest_error,-2.2058945
01-Jan-16,England,england_error,0.69548035
01-Feb-16,Northwest,northwest_error,-1.2665329
01-Feb-16,Westmidlands,westmidlands_error,-1.6981887999999998
01-Feb-16,London,london_error,4.1247406
01-Feb-16,Southwest,southwest_error,-2.1583252
01-Feb-16,England,england_error,0.73968506
01-Mar-16,Northwest,northwest_error,-1.2562027
01-Mar-16,Westmidlands,westmidlands_error,-1.6120529
01-Mar-16,London,london_error,4.2502594
01-Mar-16,Southwest,southwest_error,-2.0009155
01-Mar-16,England,england_error,0.79393768
01-Apr-16,Northwest,northwest_error,-1.2520599
01-Apr-16,Westmidlands,westmidlands_error,-1.6337738000000002
01-Apr-16,London,london_error,4.363731400000001
01-Apr-16,Southwest,southwest_error,-2.0533447
01-Apr-16,England,england_error,0.93814087
01-May-16,Northwest,northwest_error,-1.2448196000000002
01-May-16,Westmidlands,westmidlands_error,-1.6515656000000003
01-May-16,London,london_error,4.2832336
01-May-16,Southwest,southwest_error,-2.0008545
01-May-16,England,england_error,0.98736572
01-Jun-16,Northwest,northwest_error,-1.340683
01-Jun-16,Westmidlands,westmidlands_error,-1.6732863999999998
01-Jun-16,London,london_error,4.1967087
01-Jun-16,Southwest,southwest_error,-1.9532776
01-Jun-16,England,england_error,0.93156433
01-Jul-16,Northwest,northwest_error,-1.3334427
01-Jul-16,Westmidlands,westmidlands_error,-1.6910782
01-Jul-16,London,london_error,4.1162033
01-Jul-16,Southwest,southwest_error,-2.0007935000000003
01-Jul-16,England,england_error,0.88079071
01-Aug-16,Northwest,northwest_error,-1.3293076000000001
01-Aug-16,Westmidlands,westmidlands_error,-1.412796
01-Aug-16,London,london_error,4.2296829
01-Aug-16,Southwest,southwest_error,-1.6532210999999999
01-Aug-16,England,england_error,1.0249863000000001
01-Sep-16,Northwest,northwest_error,-1.2251663000000002
01-Sep-16,Westmidlands,westmidlands_error,-1.3345183999999999
01-Sep-16,London,london_error,4.2431564
01-Sep-16,Southwest,southwest_error,-1.5056534
01-Sep-16,England,england_error,1.0691986
01-Oct-16,Northwest,northwest_error,-1.1179276000000002
01-Oct-16,Westmidlands,westmidlands_error,-1.0523148
01-Oct-16,London,london_error,4.2626495
01-Oct-16,Southwest,southwest_error,-1.353157
01-Oct-16,England,england_error,1.1184158000000002
01-Nov-16,Northwest,northwest_error,-1.1137848
01-Nov-16,Westmidlands,westmidlands_error,-1.0740356000000002
01-Nov-16,London,london_error,4.0761261
01-Nov-16,Southwest,southwest_error,-1.2055817
01-Nov-16,England,england_error,1.1626128999999998
01-Dec-16,Northwest,northwest_error,-1.1065521
01-Dec-16,Westmidlands,westmidlands_error,-0.99182129
01-Dec-16,London,london_error,3.9956283999999997
01-Dec-16,Southwest,southwest_error,-1.1530991000000002
01-Dec-16,England,england_error,1.2118454
01-Jan-17,Northwest,northwest_error,-1.1024094
01-Jan-17,Westmidlands,westmidlands_error,-0.9135437
01-Jan-17,London,london_error,4.1091003
01-Jan-17,Southwest,southwest_error,-1.1055298
01-Jan-17,England,england_error,1.2560425
01-Feb-17,Northwest,northwest_error,-1.098259
01-Feb-17,Westmidlands,westmidlands_error,-0.83526611
01-Feb-17,London,london_error,3.9225769
01-Feb-17,Southwest,southwest_error,-1.1579514
01-Feb-17,England,england_error,1.2002411
01-Mar-17,Northwest,northwest_error,-1.0848388999999998
01-Mar-17,Westmidlands,westmidlands_error,-0.94520569
01-Mar-17,London,london_error,3.6541061000000004
01-Mar-17,Southwest,southwest_error,-1.1956253000000001
01-Mar-17,England,england_error,1.1595306
01-Apr-17,Northwest,northwest_error,-1.0807037
01-Apr-17,Westmidlands,westmidlands_error,-0.766922
01-Apr-17,London,london_error,3.5675812000000007
01-Apr-17,Southwest,southwest_error,-1.2480545
01-Apr-17,England,england_error,1.1037291999999999
01-May-17,Northwest,northwest_error,-0.97346497
01-May-17,Westmidlands,westmidlands_error,-0.88471985
01-May-17,London,london_error,3.5870818999999994
01-May-17,Southwest,southwest_error,-1.1955719
01-May-17,England,england_error,1.052948
01-Jun-17,Northwest,northwest_error,-0.9693222
01-Jun-17,Westmidlands,westmidlands_error,-0.80644226
01-Jun-17,London,london_error,3.4005585
01-Jun-17,Southwest,southwest_error,-1.3479996
01-Jun-17,England,england_error,0.99714661
01-Jul-17,Northwest,northwest_error,-1.062088
01-Jul-17,Westmidlands,westmidlands_error,-0.82422638
01-Jul-17,London,london_error,3.4200516000000003
01-Jul-17,Southwest,southwest_error,-1.1955031999999999
01-Jul-17,England,england_error,1.0463791
01-Aug-17,Northwest,northwest_error,-1.0579453
01-Aug-17,Westmidlands,westmidlands_error,-0.74594879
01-Aug-17,London,london_error,3.2335281000000005
01-Aug-17,Southwest,southwest_error,-1.2479323999999998
01-Aug-17,England,england_error,0.9905777
01-Sep-17,Northwest,northwest_error,-0.95380402
01-Sep-17,Westmidlands,westmidlands_error,-0.76766968
01-Sep-17,London,london_error,3.0470047
01-Sep-17,Southwest,southwest_error,-1.1003571
01-Sep-17,England,england_error,0.93477631
01-Oct-17,Northwest,northwest_error,-0.94657135
01-Oct-17,Westmidlands,westmidlands_error,-0.78546906
01-Oct-17,London,london_error,2.8665008999999997
01-Oct-17,Southwest,southwest_error,-0.94787598
01-Oct-17,England,england_error,0.88400269
01-Nov-17,Northwest,northwest_error,-0.94242096
01-Nov-17,Westmidlands,westmidlands_error,-0.60718536
01-Nov-17,London,london_error,2.5799789
01-Nov-17,Southwest,southwest_error,-0.8003005999999999
01-Nov-17,England,england_error,0.82820129
01-Dec-17,Northwest,northwest_error,-0.93518829
01-Dec-17,Westmidlands,westmidlands_error,-0.62497711
01-Dec-17,London,london_error,2.1994705000000003
01-Dec-17,Southwest,southwest_error,-0.74781036
01-Dec-17,England,england_error,0.6774292
01-Jan-18,Northwest,northwest_error,-0.93104553
01-Jan-18,Westmidlands,westmidlands_error,-0.54669189
01-Jan-18,London,london_error,2.1129532
01-Jan-18,Southwest,southwest_error,-0.70023346
01-Jan-18,England,england_error,0.62163544
01-Feb-18,Northwest,northwest_error,-0.92690277
01-Feb-18,Westmidlands,westmidlands_error,-0.56841278
01-Feb-18,London,london_error,1.8264236
01-Feb-18,Southwest,southwest_error,-0.75266266
01-Feb-18,England,england_error,0.56583405
01-Mar-18,Northwest,northwest_error,-0.9134903
01-Mar-18,Westmidlands,westmidlands_error,-0.47835541
01-Mar-18,London,london_error,1.5579528999999999
01-Mar-18,Southwest,southwest_error,-0.79033661
01-Mar-18,England,england_error,0.42510986
01-Apr-18,Northwest,northwest_error,-0.9093399
01-Apr-18,Westmidlands,westmidlands_error,-0.50007629
01-Apr-18,London,london_error,1.3714294
01-Apr-18,Southwest,southwest_error,-0.84276581
01-Apr-18,England,england_error,0.36930847
01-May-18,Northwest,northwest_error,-1.0021057
01-May-18,Westmidlands,westmidlands_error,-0.51786804
01-May-18,London,london_error,1.1909256000000001
01-May-18,Southwest,southwest_error,-0.89027405
01-May-18,England,england_error,0.31853485
01-Jun-18,Northwest,northwest_error,-0.99796295
01-Jun-18,Westmidlands,westmidlands_error,-0.53958893
01-Jun-18,London,london_error,1.0044022
01-Jun-18,Southwest,southwest_error,-0.94270325
01-Jun-18,England,england_error,0.26273346
01-Jul-18,Northwest,northwest_error,-0.99073029
01-Jul-18,Westmidlands,westmidlands_error,-0.55738068
01-Jul-18,London,london_error,0.92389679
01-Jul-18,Southwest,southwest_error,-0.99021149
01-Jul-18,England,england_error,0.21196747
01-Aug-18,Northwest,northwest_error,-0.98658752
01-Aug-18,Westmidlands,westmidlands_error,-0.47910309
01-Aug-18,London,london_error,0.83737946
01-Aug-18,Southwest,southwest_error,-0.84263611
01-Aug-18,England,england_error,0.15616608
01-Sep-18,Northwest,northwest_error,-1.0824432
01-Sep-18,Westmidlands,westmidlands_error,-0.40081787
01-Sep-18,London,london_error,0.65085602
01-Sep-18,Southwest,southwest_error,-0.89506531
01-Sep-18,England,england_error,0.10036469
01-Oct-18,Northwest,northwest_error,-1.0752106000000001
01-Oct-18,Westmidlands,westmidlands_error,-0.31861877
01-Oct-18,London,london_error,0.47035217
01-Oct-18,Southwest,southwest_error,-0.8425826999999999
01-Oct-18,England,england_error,0.049591064000000004
01-Nov-18,Northwest,northwest_error,-1.0710601999999998
01-Nov-18,Westmidlands,westmidlands_error,-0.14033508
01-Nov-18,London,london_error,0.28382874
01-Nov-18,Southwest,southwest_error,-0.99501038
01-Nov-18,England,england_error,-0.006210327
01-Dec-18,Northwest,northwest_error,-1.0638275
01-Dec-18,Westmidlands,westmidlands_error,-0.058128357
01-Dec-18,London,london_error,0.20332336
01-Dec-18,Southwest,southwest_error,-0.84251404
01-Dec-18,England,england_error,0.043022156
01-Jan-19,Northwest,northwest_error,-0.95968628
01-Jan-19,Westmidlands,westmidlands_error,-0.17984772
01-Jan-19,London,london_error,0.016799927
01-Jan-19,Southwest,southwest_error,-0.69494629
01-Jan-19,England,england_error,-0.11277771
01-Feb-19,Northwest,northwest_error,-0.85553741
01-Feb-19,Westmidlands,westmidlands_error,-0.1015625
01-Feb-19,London,london_error,-0.069725037
01-Feb-19,Southwest,southwest_error,-0.64736938
01-Feb-19,England,england_error,-0.068580627
01-Mar-19,Northwest,northwest_error,-0.84212494
01-Mar-19,Westmidlands,westmidlands_error,-0.21150208
01-Mar-19,London,london_error,-0.13819885
01-Mar-19,Southwest,southwest_error,-0.68505096
01-Mar-19,England,england_error,-0.10930634
01-Apr-19,Northwest,northwest_error,-0.7379836999999999
01-Apr-19,Westmidlands,westmidlands_error,-0.13322449
01-Apr-19,London,london_error,-0.22472382
01-Apr-19,Southwest,southwest_error,-0.73748016
01-Apr-19,England,england_error,-0.1651001
01-May-19,Northwest,northwest_error,-0.73075104
01-May-19,Westmidlands,westmidlands_error,-0.45101929
01-May-19,London,london_error,-0.10522461
01-May-19,Southwest,southwest_error,-0.58498383
01-May-19,England,england_error,-0.11587524
01-Jun-19,Northwest,northwest_error,-0.72660065
01-Jun-19,Westmidlands,westmidlands_error,-0.3727417
01-Jun-19,London,london_error,-0.29174805
01-Jun-19,Southwest,southwest_error,-0.63741302
01-Jun-19,England,england_error,-0.17167664
01-Jul-19,Northwest,northwest_error,-0.71936798
01-Jul-19,Westmidlands,westmidlands_error,-0.39053345
01-Jul-19,London,london_error,-0.27225494
01-Jul-19,Southwest,southwest_error,-0.58493042
01-Jul-19,England,england_error,-0.22245026
01-Aug-19,Northwest,northwest_error,-0.71522522
01-Aug-19,Westmidlands,westmidlands_error,-0.31224823
01-Aug-19,London,london_error,-0.55877686
01-Aug-19,Southwest,southwest_error,-0.53735352
01-Aug-19,England,england_error,-0.27824402
01-Sep-19,Northwest,northwest_error,-0.81108093
01-Sep-19,Westmidlands,westmidlands_error,-0.33396912
01-Sep-19,London,london_error,-0.64530182
01-Sep-19,Southwest,southwest_error,-0.48978424
01-Sep-19,England,england_error,-0.33404541
01-Oct-19,Northwest,northwest_error,-0.90384674
01-Oct-19,Westmidlands,westmidlands_error,-0.25177002
01-Oct-19,London,london_error,-0.72579956
01-Oct-19,Southwest,southwest_error,-0.33728790000000003
01-Oct-19,England,england_error,-0.28482056
01-Nov-19,Northwest,northwest_error,-0.89970398
01-Nov-19,Westmidlands,westmidlands_error,-0.1734848
01-Nov-19,London,london_error,-0.81232452
01-Nov-19,Southwest,southwest_error,-0.28971863
01-Nov-19,England,england_error,-0.34062195
01-Dec-19,Northwest,northwest_error,-0.89247131
01-Dec-19,Westmidlands,westmidlands_error,-0.091278076
01-Dec-19,London,london_error,-0.79283142
01-Dec-19,Southwest,southwest_error,-0.23722839
01-Dec-19,England,england_error,-0.29138947
01-Jan-20,Northwest,northwest_error,-0.98832703
01-Jan-20,Westmidlands,westmidlands_error,0.18700409
01-Jan-20,London,london_error,-0.87935638
01-Jan-20,Southwest,southwest_error,0.11034393
01-Jan-20,England,england_error,-0.24719238
01-Feb-20,Northwest,northwest_error,-0.98418427
01-Feb-20,Westmidlands,westmidlands_error,0.16528320000000002
01-Feb-20,London,london_error,-1.0658798
01-Feb-20,Southwest,southwest_error,0.057914734
01-Feb-20,England,england_error,-0.40299225
01-Mar-20,Northwest,northwest_error,-0.97385406
01-Mar-20,Westmidlands,westmidlands_error,0.05141449
01-Mar-20,London,london_error,-1.0403594999999999
01-Mar-20,Southwest,southwest_error,0.015319824
01-Mar-20,England,england_error,-0.34873962
01-Apr-20,Northwest,northwest_error,-0.9697113000000002
01-Apr-20,Westmidlands,westmidlands_error,0.32969666
01-Apr-20,London,london_error,-1.1268844999999998
01-Apr-20,Southwest,southwest_error,0.26289368
01-Apr-20,England,england_error,-0.40454102
01-May-20,Northwest,northwest_error,-0.76247406
01-May-20,Westmidlands,westmidlands_error,0.41190338
01-May-20,London,london_error,-1.1073913999999998
01-May-20,Southwest,southwest_error,0.31538391
01-May-20,England,england_error,-0.35531616
01-Jun-20,Northwest,northwest_error,-0.7583313
01-Jun-20,Westmidlands,westmidlands_error,0.3901825
01-Jun-20,London,london_error,-1.1939087
01-Jun-20,Southwest,southwest_error,0.36296082
01-Jun-20,England,england_error,-0.41111755
01-Jul-20,Northwest,northwest_error,-0.75109863
01-Jul-20,Westmidlands,westmidlands_error,0.47238922
01-Jul-20,London,london_error,-1.3744125
01-Jul-20,Southwest,southwest_error,0.31545258
01-Jul-20,England,england_error,-0.46188354
01-Aug-20,Northwest,northwest_error,-0.6469574
01-Aug-20,Westmidlands,westmidlands_error,0.55066681
01-Aug-20,London,london_error,-1.360939
01-Aug-20,Southwest,southwest_error,0.36302185
01-Aug-20,England,england_error,-0.51768494
01-Sep-20,Northwest,northwest_error,-0.54281616
01-Sep-20,Westmidlands,westmidlands_error,0.7289505000000001
01-Sep-20,London,london_error,-1.4474639999999999
01-Sep-20,Southwest,southwest_error,0.41059875
01-Sep-20,England,england_error,-0.47348785
01-Oct-20,Northwest,northwest_error,-0.5355835
01-Oct-20,Westmidlands,westmidlands_error,0.81115723
01-Oct-20,London,london_error,-2.0279694
01-Oct-20,Southwest,southwest_error,0.46308136
01-Oct-20,England,england_error,-0.62425995
01-Nov-20,Northwest,northwest_error,-0.43144226
01-Nov-20,Westmidlands,westmidlands_error,0.88944244
01-Nov-20,London,london_error,-1.9144897
01-Nov-20,Southwest,southwest_error,0.51065063
01-Nov-20,England,england_error,-0.68006134
01-Dec-20,Northwest,northwest_error,-0.42420197
01-Dec-20,Westmidlands,westmidlands_error,0.87164307
01-Dec-20,London,london_error,-1.9949951000000001
01-Dec-20,Southwest,southwest_error,0.76314545
01-Dec-20,England,england_error,-0.63082886
01-Jan-21,Northwest,northwest_error,-0.22006226
01-Jan-21,Westmidlands,westmidlands_error,0.74992371
01-Jan-21,London,london_error,-2.1815186
01-Jan-21,Southwest,southwest_error,0.71071625
01-Jan-21,England,england_error,-0.78662872
01-Feb-21,Northwest,northwest_error,-0.11591339
01-Feb-21,Westmidlands,westmidlands_error,0.72820282
01-Feb-21,London,london_error,-2.4680405
01-Feb-21,Southwest,southwest_error,0.85829163
01-Feb-21,England,england_error,-0.74243164
01-Mar-21,Northwest,northwest_error,-0.0024948120000000003
01-Mar-21,Westmidlands,westmidlands_error,0.71826172
01-Mar-21,London,london_error,-2.6365127999999998
01-Mar-21,Southwest,southwest_error,1.0206146
01-Mar-21,England,england_error,-0.88315582
01-Apr-21,Northwest,northwest_error,0.10164642
01-Apr-21,Westmidlands,westmidlands_error,1.1965408000000002
01-Apr-21,London,london_error,-3.2230377
01-Apr-21,Southwest,southwest_error,1.0681839
01-Apr-21,England,england_error,-0.93895721
01-May-21,Northwest,northwest_error,0.20888519
01-May-21,Westmidlands,westmidlands_error,1.3787537
01-May-21,London,london_error,-3.4035415999999996
01-May-21,Southwest,southwest_error,1.1206741000000002
01-May-21,England,england_error,-0.98972321
01-Jun-21,Northwest,northwest_error,0.21302032
01-Jun-21,Westmidlands,westmidlands_error,1.6570358
01-Jun-21,London,london_error,-3.4900665
01-Jun-21,Southwest,southwest_error,1.168251
01-Jun-21,England,england_error,-0.94552612
01-Jul-21,Northwest,northwest_error,0.32025909
01-Jul-21,Westmidlands,westmidlands_error,1.6392365000000002
01-Jul-21,London,london_error,-3.6705704
01-Jul-21,Southwest,southwest_error,1.3207321
01-Jul-21,England,england_error,-0.99629974
01-Aug-21,Northwest,northwest_error,0.5243988
01-Aug-21,Westmidlands,westmidlands_error,1.6175156000000002
01-Aug-21,London,london_error,-3.9570922999999993
01-Aug-21,Southwest,southwest_error,1.568306
01-Aug-21,England,england_error,-0.95209503
01-Sep-21,Northwest,northwest_error,0.72854614
01-Sep-21,Westmidlands,westmidlands_error,1.7957993000000003
01-Sep-21,London,london_error,-3.9436111000000005
01-Sep-21,Southwest,southwest_error,1.7158813000000002
01-Sep-21,England,england_error,-0.90789795
01-Oct-21,Northwest,northwest_error,0.93577576
01-Oct-21,Westmidlands,westmidlands_error,1.878006
01-Oct-21,London,london_error,-4.0241165
01-Oct-21,Southwest,southwest_error,2.0683746
01-Oct-21,England,england_error,-0.75866699
01-Nov-21,Northwest,northwest_error,1.2399216
01-Nov-21,Westmidlands,westmidlands_error,2.2562866
01-Nov-21,London,london_error,-4.21064
01-Nov-21,Southwest,southwest_error,2.2159424
01-Nov-21,England,england_error,-0.71446991
01-Dec-21,Northwest,northwest_error,1.6471558000000002
01-Dec-21,Westmidlands,westmidlands_error,2.5384903
01-Dec-21,London,london_error,-4.391143799999999
01-Dec-21,Southwest,southwest_error,2.4684296000000003
01-Dec-21,England,england_error,-0.56523895
01-Jan-22,Northwest,northwest_error,1.9513015999999999
01-Jan-22,Westmidlands,westmidlands_error,2.8167725
01-Jan-22,London,london_error,-4.3776703
01-Jan-22,Southwest,southwest_error,2.9160004
01-Jan-22,England,england_error,-0.4210434
01-Feb-22,Northwest,northwest_error,2.1554412999999997
01-Feb-22,Westmidlands,westmidlands_error,2.89505
01-Feb-22,London,london_error,-4.3641891
01-Feb-22,Southwest,southwest_error,2.9635773
01-Feb-22,England,england_error,-0.27684021
01-Mar-22,Northwest,northwest_error,2.368866
01-Mar-22,Westmidlands,westmidlands_error,2.9851151000000002
01-Mar-22,London,london_error,-4.432663
01-Mar-22,Southwest,southwest_error,3.1259002999999996
01-Mar-22,England,england_error,-0.21756744
01-Apr-22,Northwest,northwest_error,2.6730042000000003
01-Apr-22,Westmidlands,westmidlands_error,3.1633911
01-Apr-22,London,london_error,-4.2191849
01-Apr-22,Southwest,southwest_error,3.4734726
01-Apr-22,England,england_error,0.026634216000000002
01-May-22,Northwest,northwest_error,2.8802338
01-May-22,Westmidlands,westmidlands_error,3.4456024
01-May-22,London,london_error,-3.9996948
01-May-22,Southwest,southwest_error,3.8259583
01-May-22,England,england_error,0.27586365
01-Jun-22,Northwest,northwest_error,3.1843796
01-Jun-22,Westmidlands,westmidlands_error,3.7238846
01-Jun-22,London,london_error,-3.7862167
01-Jun-22,Southwest,southwest_error,3.9735336
01-Jun-22,England,england_error,0.4200592000000001
01-Jul-22,Northwest,northwest_error,3.4916153
01-Jul-22,Westmidlands,westmidlands_error,3.9060822
01-Jul-22,London,london_error,-3.5667191
01-Jul-22,Southwest,southwest_error,4.12603
01-Jul-22,England,england_error,0.66928864
01-Aug-22,Northwest,northwest_error,3.8957596
01-Aug-22,Westmidlands,westmidlands_error,4.0843658
01-Aug-22,London,london_error,-3.353241
01-Aug-22,Southwest,southwest_error,4.6735992
01-Aug-22,England,england_error,0.9134903
01-Sep-22,Northwest,northwest_error,4.2999039
01-Sep-22,Westmidlands,westmidlands_error,4.562645
01-Sep-22,London,london_error,-3.1397629
01-Sep-22,Southwest,southwest_error,5.0211716
01-Sep-22,England,england_error,1.2576903999999998
01-Oct-22,Northwest,northwest_error,4.707138099999999
01-Oct-22,Westmidlands,westmidlands_error,4.844856299999999
01-Oct-22,London,london_error,-3.0202713
01-Oct-22,Southwest,southwest_error,5.273666400000001
01-Oct-22,England,england_error,1.5069199
01-Nov-22,Northwest,northwest_error,5.3112793
01-Nov-22,Westmidlands,westmidlands_error,5.1231384
01-Nov-22,London,london_error,-2.6067963
01-Nov-22,Southwest,southwest_error,5.5212402
01-Nov-22,England,england_error,1.85112
