year,Wins,img,winner_name
2016,7,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Novak%20Djokovic.png,Novak Djokovic
2017,2,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Novak%20Djokovic.png,Novak Djokovic
2017,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Novak%20Djokovic.png,Novak Djokovic
2017,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Novak%20Djokovic.png,Novak Djokovic
2017,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Novak%20Djokovic.png,Novak Djokovic
2017,2,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Novak%20Djokovic.png,Novak Djokovic
2018,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Novak%20Djokovic.png,Novak Djokovic
2018,2,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Novak%20Djokovic.png,Novak Djokovic
2018,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Novak%20Djokovic.png,Novak Djokovic
2018,2,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Novak%20Djokovic.png,Novak Djokovic
2018,4,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Novak%20Djokovic.png,Novak Djokovic
2019,1,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Novak%20Djokovic.png,Novak Djokovic
2019,2,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Novak%20Djokovic.png,Novak Djokovic
2019,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Novak%20Djokovic.png,Novak Djokovic
2019,2,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Novak%20Djokovic.png,Novak Djokovic
2019,5,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Novak%20Djokovic.png,Novak Djokovic
2020,2,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Novak%20Djokovic.png,Novak Djokovic
2020,2,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Novak%20Djokovic.png,Novak Djokovic
2020,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Novak%20Djokovic.png,Novak Djokovic
2020,1,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Novak%20Djokovic.png,Novak Djokovic
2020,5,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Novak%20Djokovic.png,Novak Djokovic
2021,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Novak%20Djokovic.png,Novak Djokovic
2021,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Novak%20Djokovic.png,Novak Djokovic
2021,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Novak%20Djokovic.png,Novak Djokovic
2021,1,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Novak%20Djokovic.png,Novak Djokovic
2021,1,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Novak%20Djokovic.png,Novak Djokovic
2004,1,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2004,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2004,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2004,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2004,1,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2005,6,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2005,4,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2005,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2005,1,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2005,11,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2006,2,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2006,2,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2006,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2006,1,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2006,5,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2007,2,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2007,3,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2007,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2007,1,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2007,6,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2008,3,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2008,3,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2008,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2008,2,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2008,8,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2009,1,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2009,3,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2009,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2009,1,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2009,5,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2010,1,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2010,3,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2010,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2010,3,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2010,7,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2011,1,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2011,1,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2011,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2011,1,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2011,3,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2012,1,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2012,2,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2012,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2012,1,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2012,4,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2013,4,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2013,5,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2013,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2013,2,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2013,11,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2014,1,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2014,1,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2014,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2014,1,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2014,3,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2015,3,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2015,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2015,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2015,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2015,3,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2016,1,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2016,1,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2016,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2016,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2016,2,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2017,2,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2017,2,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2017,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2017,2,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2017,6,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2018,1,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2018,3,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2018,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2018,1,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2018,5,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2019,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2019,2,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2019,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2019,2,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2019,4,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2020,1,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2020,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2020,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2020,1,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2020,2,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2021,1,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2021,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2021,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2021,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2021,1,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Rafael%20Nadal.jpeg,Rafael Nadal
2001,1,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2001,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2001,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2001,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2001,1,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2002,2,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2002,1,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2002,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2002,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2002,3,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2003,5,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2003,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2003,1,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2003,1,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2003,7,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2004,4,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2004,3,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2004,1,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2004,3,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2004,11,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2005,5,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2005,4,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2005,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2005,2,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2005,11,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2006,4,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2006,4,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2006,1,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2006,3,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2006,12,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2007,2,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2007,2,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2007,1,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2007,3,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2007,8,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2008,3,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2008,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2008,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2008,1,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2008,4,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2009,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2009,2,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2009,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2009,2,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2009,4,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2010,2,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2010,1,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2010,1,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2010,1,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2010,5,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2011,2,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2011,1,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2011,1,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2011,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2011,4,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2012,2,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2012,3,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2012,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2012,1,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2012,6,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2013,1,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2013,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2013,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2013,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2013,1,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2014,3,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2014,2,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2014,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2014,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2014,5,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2015,5,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2015,1,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2015,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2015,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2015,6,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2017,2,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2017,3,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2017,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2017,2,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2017,7,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2018,3,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2018,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2018,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2018,1,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2018,4,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2019,3,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2019,1,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2019,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2019,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
2019,4,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Roger%20Federer.jpeg,Roger Federer
